physical_condition,series,architecture,K_C,K_D,n_binders,gradient_scale,mean_attachments_over_K_D,plotted_axis_coordinate,mean,lower_95_percent,upper_95_percent,trajectory_count,curve_role,arrival_time_limit,recording_time_limit,mean_recorded_duration,path_ci_time_limit,mean_path_ci_duration,observation_lag,mobile_fraction,effective_K_D_at_start,local_K_C_at_start,cleavage_rate_scale,path_ci_correction_coefficient
constrained thermal motion,mean_field_theory,mixed,0.0,217.3186162880523,10.0,1.001,0.0028105895058362,0.0028105895058362,0.9957059298081512,,,,gradient,500000.0,500000.0,400247.4280022484,100000.0,99999.0197344445,1569.5977568715623,1.0,217.3186162880523,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,209.9031163404896,10.0,1.001,0.0030061966646727,0.0030061966646727,1.0470863662556262,,,,gradient,500000.0,500000.0,394070.65887560474,100000.0,99998.56847352388,1545.3751328455087,1.0,209.9031163404896,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,202.74065334121792,10.0,1.001,0.0032151882550039,0.0032151882550039,1.0990846094598676,,,,gradient,500000.0,500000.0,387799.1899297433,100000.0,99997.9290617609,1520.7811369793856,1.0,202.74065334121792,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,195.82259298403315,10.0,1.001,0.0034384564146917,0.0034384564146917,1.1516307029407824,,,,gradient,500000.0,500000.0,381453.6688967835,100000.0,99997.03298880885,1495.8967407717,1.0,195.82259298403315,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,189.1405955886518,10.0,1.001,0.0036769503370475,0.0036769503370475,1.2046619931912643,,,,gradient,500000.0,500000.0,375054.8058434333,100000.0,99995.7913297622,1470.8031601703265,1.0,189.1405955886518,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,182.68660604727475,10.0,1.001,0.0039316796794429,0.0039316796794429,1.2581230197752726,,,,gradient,500000.0,500000.0,368623.1133603035,100000.0,99994.09049461804,1445.5808367070726,1.0,182.68660604727475,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,176.45284411420445,10.0,1.001,0.0042037181521394,0.0042037181521394,1.311965120526353,,,,gradient,500000.0,500000.0,362178.6689748357,100000.0,99991.78774964556,1420.3085057836695,1.0,176.45284411420445,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,170.4317950268048,10.0,1.001,0.0044942072946332,0.0044942072946332,1.3661457887868862,,,,gradient,500000.0,500000.0,355740.9044416366,100000.0,99988.70673211564,1395.0623703593592,1.0,170.4317950268048,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,164.6162004464993,10.0,1.001,0.0048043604468947,0.0048043604468947,1.4206278254352636,,,,gradient,500000.0,500000.0,349328.42512511864,100000.0,99984.63324976084,1369.915392647524,1.0,164.6162004464993,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,158.99904970888872,10.0,1.001,0.0051354669229407,0.0051354669229407,1.4753783313373363,,,,gradient,500000.0,500000.0,342958.861271243,100000.0,99979.31171837136,1344.9367108676197,1.0,158.99904970888872,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,153.57357137243565,10.0,1.001,0.0054888963942197,0.0054888963942197,1.5303675861182355,,,,gradient,500000.0,500000.0,336648.7516423077,100000.0,99972.4426360354,1320.1911829110104,1.0,153.57357137243565,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,148.33322505553377,10.0,1.001,0.0058661034902941,0.0058661034902941,1.5855678572308638,,,,gradient,500000.0,500000.0,330413.4588216877,100000.0,99963.68151184452,1295.7390542026967,1.0,148.33322505553377,0.0,0.002,1.0
