physical_condition,series,architecture,K_C,K_D,n_binders,gradient_scale,mean_attachments_over_K_D,plotted_axis_coordinate,mean,lower_95_percent,upper_95_percent,trajectory_count,curve_role,arrival_time_limit,recording_time_limit,mean_recorded_duration,path_ci_time_limit,mean_path_ci_duration,observation_lag,mobile_fraction,effective_K_D_at_start,local_K_C_at_start,cleavage_rate_scale,path_ci_correction_coefficient
constrained thermal motion,mean_field_theory,mixed,0.0,1.0,10.0,1.001,9.339374402092544,9.339374402092544,0.0059841794840669,,,,gradient,500000.0,500000.0,499603.88487657194,100000.0,99999.99999975652,1959.230921084596,1.0,1.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,499.99999999999994,10.0,1.001,0.0005499375617013,0.0005499375617013,0.1065220118721478,,,,gradient,500000.0,500000.0,492832.0766497539,100000.0,99999.99972471496,1932.674810391192,0.889020898621993,562.4164749951478,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,482.93864539949584,10.0,1.001,0.0005889084660093,0.0005889084660093,0.1182397274714442,,,,gradient,500000.0,500000.0,491949.06513473345,100000.0,99999.99953899276,1929.2120201362095,0.889020898621993,543.2253011690323,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,466.45947044060057,10.0,1.001,0.0006306200076885,0.0006306200076885,0.1310835169909559,,,,gradient,500000.0,500000.0,490966.63791761186,100000.0,99999.99922854656,1925.3593643827917,0.889020898621993,524.688982186612,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,450.5426095766997,10.0,1.001,0.0006752626771327,0.0006752626771327,0.1451314169397404,,,,gradient,500000.0,500000.0,489875.5968151375,100000.0,99999.9987110877,1921.0807718240685,0.889020898621993,506.7851726264851,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,435.1688751274506,10.0,1.001,0.0007230399665911,0.0007230399665911,0.1604620739406265,,,,gradient,500000.0,500000.0,488666.2457498865,100000.0,99999.9978517484,1916.338218627006,0.889020898621993,489.49228955356887,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,420.3197341481472,10.0,1.001,0.0007741692325198,0.0007741692325198,0.17715391620679,,,,gradient,500000.0,500000.0,487328.42563882814,100000.0,99999.99643110222,1911.0918652503065,0.889020898621993,472.7894865009972,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,405.9772860883649,10.0,1.001,0.0008288826125129,0.0008288826125129,0.1952842100685117,,,,gradient,500000.0,500000.0,485851.5625630554,100000.0,99999.9940950686,1905.3002453453155,0.889020898621993,456.65662833982975,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,392.12424121295714,10.0,1.001,0.0008874279999991,0.0008874279999991,0.2149280049719958,,,,gradient,500000.0,500000.0,484224.73057982425,100000.0,99999.99027744688,1898.9205120777424,0.889020898621993,441.0742670062769,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,378.7438997593818,10.0,1.001,0.0009500700800444,0.0009500700800444,0.2361569742562894,,,,gradient,500000.0,500000.0,482436.73042256746,100000.0,99999.98408180496,1891.9087467551665,0.889020898621993,426.0236180571743,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,365.82013180623665,10.0,1.001,0.0010170914297683,0.0010170914297683,0.2590381633365298,,,,gradient,500000.0,500000.0,480476.185167112,100000.0,99999.97410405948,1884.2203339886744,0.889020898621993,411.486538025448,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,353.33735782873833,10.0,1.001,0.0010887936870454,0.0010887936870454,0.2836326616095615,,,,gradient,500000.0,500000.0,478331.6537223301,100000.0,99999.95817023482,1875.810406754236,0.889020898621993,397.44550254827647,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,341.28052991769573,10.0,1.001,0.0011654987913375,0.0011654987913375,0.3099942193609405,,,,gradient,500000.0,500000.0,475991.7627247768,100000.0,99999.93295540391,1866.634363626576,0.889020898621993,383.8835852415731,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,329.6351136393482,10.0,1.001,0.0012475503006809,0.0012475503006809,0.3381678360978468,,,,gradient,500000.0,500000.0,473445.35707890993,100000.0,99999.8934399081,1856.64845913298,0.889020898621993,370.7844372953344,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,318.3870705141918,10.0,1.001,0.0013353147890283,0.0013353147890283,0.3681883519509328,,,,gradient,500000.0,500000.0,470681.6689772603,100000.0,99999.83214804454,1845.8104665774915,0.889020898621993,358.1322677652467,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,307.52284109367514,10.0,1.001,0.0014291833283365,0.0014291833283365,0.4000790789595166,,,,gradient,500000.0,500000.0,467690.5047528362,100000.0,99999.73810339624,1834.080410795436,0.889020898621993,345.91182453679556,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,297.0293286143681,10.0,1.001,0.0015295730599706,0.0015295730599706,0.433850514026515,,,,gradient,500000.0,500000.0,464462.44834661786,100000.0,99999.59542527897,1821.421366065168,0.889020898621993,334.10837593893666,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,286.8938832098894,10.0,1.001,0.0016369288601932,0.0016369288601932,0.4694991799006859,,,,gradient,500000.0,500000.0,460989.07950497064,100000.0,99999.38148431492,1807.8003117841984,0.889020898621993,322.70769298515125,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,277.1042866615703,10.0,1.001,0.0017517251046924,0.0017517251046924,0.5070066444378988,,,,gradient,500000.0,500000.0,457263.2040459417,100000.0,99999.06453432533,1793.1890354742811,0.889020898621993,311.6960322204907,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,267.64873766946505,10.0,1.001,0.0018744675373014,0.0018744675373014,0.5463387712336848,,,,gradient,500000.0,500000.0,453279.0926454686,100000.0,99998.60074527384,1777.565069197916,0.889020898621993,301.06011915392315,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,258.51583762595294,10.0,1.001,0.0020056952482524,0.0020056952482524,0.5874452560105936,,,,gradient,500000.0,500000.0,449032.7236027601,100000.0,99997.93058041876,1760.9126415794517,0.889020898621993,290.78713225601297,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,249.69457687478777,10.0,1.001,0.0021459827675044,0.0021459827675044,0.6302595022751218,,,,gradient,500000.0,500000.0,444522.0239734862,100000.0,99996.97449222804,1743.223623425436,0.889020898621993,280.86468750264623,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,241.17432143902064,10.0,1.001,0.0022959422788744,0.0022959422788744,0.6746988860338097,,,,gradient,500000.0,500000.0,439747.10235999647,100000.0,99995.6279568988,1724.498440627437,0.889020898621993,271.2808234461614,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,232.9448002018065,10.0,1.001,0.0024562259608938,0.0024562259608938,0.7206654520578137,,,,gradient,500000.0,500000.0,434710.4655932944,100000.0,99993.75592582532,1704.746923895272,0.889020898621993,262.023986795898,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,224.9960925246335,10.0,1.001,0.0026275284604977,0.0026275284604977,0.7680477933197936,,,,gradient,500000.0,500000.0,429417.0417698345,100000.0,99991.18684143822,1683.9883990973904,0.889020898621993,253.083018490773,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,217.3186162880523,10.0,1.001,0.0028105895058362,0.0028105895058362,0.8167205130088346,,,,gradient,500000.0,500000.0,423874.8263860183,100000.0,99987.7064396908,1662.2542211216405,0.889020898621993,244.447140247099,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,209.9031163404896,10.0,1.001,0.0030061966646727,0.0030061966646727,0.8665484258174504,,,,gradient,500000.0,500000.0,418094.5480918536,100000.0,99983.05163554904,1639.586463105308,0.889020898621993,236.1059415654292,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,202.74065334121792,10.0,1.001,0.0032151882550039,0.0032151882550039,0.917388538802187,,,,gradient,500000.0,500000.0,412089.8458576886,100000.0,99976.9048529812,1616.038611206622,0.889020898621993,228.0493671807621,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,195.82259298403315,10.0,1.001,0.0034384564146917,0.0034384564146917,0.9690929239763204,,,,gradient,500000.0,500000.0,405877.2830490953,100000.0,99968.88920913612,1591.6756198003736,0.889020898621993,220.267704940979,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,189.1405955886518,10.0,1.001,0.0036769503370475,0.0036769503370475,1.021511951191537,,,,gradient,500000.0,500000.0,399476.2800988278,100000.0,99958.5649856669,1566.5736474463836,0.889020898621993,212.7515740989047,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,182.68660604727475,10.0,1.001,0.0039316796794429,0.0039316796794429,1.074497705850672,,,,gradient,500000.0,500000.0,392908.9757118748,100000.0,99945.42781299588,1540.8195125955874,0.889020898621993,205.49191400387107,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,176.45284411420445,10.0,1.001,0.0042037181521394,0.0042037181521394,1.127907457468331,,,,gradient,500000.0,500000.0,386200.0156727875,100000.0,99928.9089526036,1514.5098653834805,0.889020898621993,198.4799731791584,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,170.4317950268048,10.0,1.001,0.0044942072946332,0.0044942072946332,1.1884369078373007,,,,gradient,500000.0,500000.0,378602.65686703543,100000.0,99907.72853577854,1484.7163014393543,0.889020898621993,191.70729877214225,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,164.6162004464993,10.0,1.001,0.0048043604468947,0.0048043604468947,1.3190357537922202,,,,gradient,500000.0,500000.0,358949.6844991618,100000.0,99532.55139494163,1407.6458215653404,0.889020898621993,185.16572636442964,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,158.99904970888872,10.0,1.001,0.0051354669229407,0.0051354669229407,1.3884493712058992,,,,gradient,500000.0,500000.0,351314.8197798505,100000.0,99154.29904871542,1377.7051756072567,0.889020898621993,178.84737012970297,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,153.57357137243565,10.0,1.001,0.0054888963942197,0.0054888963942197,1.4520023457812663,,,,gradient,500000.0,500000.0,345035.1322920217,100000.0,98835.5569589222,1353.078950164791,0.889020898621993,172.74461332740202,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,148.33322505553377,10.0,1.001,0.0058661034902941,0.0058661034902941,1.5144254706835187,,,,gradient,500000.0,500000.0,339110.97375167365,100000.0,98555.2514942518,1329.8469558889162,0.889020898621993,166.8500991207905,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,143.27169355211623,10.0,1.001,0.0062686326242933,0.0062686326242933,1.5768442802627929,,,,gradient,500000.0,500000.0,333369.98201787216,100000.0,98301.16432893933,1307.333262815185,0.889020898621993,161.15672170833253,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,138.3828752163014,10.0,1.001,0.0066981230505536,0.0066981230505536,1.6397298453950735,,,,gradient,500000.0,500000.0,327770.33937377075,100000.0,98063.68712099057,1285.37387989714,0.889020898621993,155.6576177576913,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,133.66087660689618,10.0,1.001,0.0071563141617819,0.0071563141617819,1.7026101156627846,,,,gradient,500000.0,500000.0,322426.9904692626,100000.0,97828.37437454327,1264.4195704676963,0.889020898621993,150.34615813202393,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,129.10000538288736,10.0,1.001,0.007645051032956,0.007645051032956,1.7663252877251483,,,,gradient,500000.0,500000.0,317202.2620244992,100000.0,97600.39711810445,1243.9304393117616,0.889020898621993,145.21593989859625,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,124.6947634413585,10.0,1.001,0.0081662902190162,0.0081662902190162,1.83080868598562,,,,gradient,500000.0,500000.0,312126.35790075327,100000.0,97374.32066437544,1224.0249329441306,0.889020898621993,140.26077861008537,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,120.43984028956064,10.0,1.001,0.0087221058131971,0.0087221058131971,1.895866855420192,,,,gradient,500000.0,500000.0,307239.95623663394,100000.0,97146.82575681934,1204.8625734769955,0.889020898621993,135.47470084926658,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,116.3301066431441,10.0,1.001,0.0093146957726053,0.0093146957726053,1.9620518233264843,,,,gradient,500000.0,500000.0,302465.354112657,100000.0,96919.06564343467,1186.138643579047,0.889020898621993,130.8519370280935,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,112.36060824283784,10.0,1.001,0.0099463885173551,0.0099463885173551,2.029114379632203,,,,gradient,500000.0,500000.0,297847.983920555,100000.0,96688.71008045766,1168.0313094923724,0.889020898621993,126.38691443249522,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,108.5265598821192,10.0,1.001,0.0106196498092305,0.0106196498092305,2.097191196404564,,,,gradient,500000.0,500000.0,293371.60227537336,100000.0,96455.60323041416,1150.4768716681308,0.889020898621993,122.0742505045026,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,104.82333963867583,10.0,1.001,0.0113370899154547,0.0113370899154547,2.166821889650671,,,,gradient,500000.0,500000.0,288958.52296026895,100000.0,96220.47544530845,1133.1706782755646,0.889020898621993,117.90874635360645,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,101.24648330270688,10.0,1.001,0.0121014710627041,0.0121014710627041,2.237664266888991,,,,gradient,500000.0,500000.0,284658.143721526,100000.0,95982.14226377978,1116.3064459667687,0.889020898621993,113.885380489527,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,97.7916789953439,10.0,1.001,0.0129157151860073,0.0129157151860073,2.3097692228040603,,,,gradient,500000.0,500000.0,280458.12940604443,100000.0,95740.65839751848,1099.835801592331,0.889020898621993,109.99930276883671,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,94.45476197070748,10.0,1.001,0.0137829119766258,0.0137829119766258,2.383154822346034,,,,gradient,500000.0,500000.0,276346.54885274504,100000.0,95496.15518044349,1083.7119562852747,0.889020898621993,106.2458285481421,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,91.2317095953306,10.0,1.001,0.0147063272324095,0.0147063272324095,2.4577962461420912,,,,gradient,500000.0,500000.0,272312.6729043917,100000.0,95248.83482493817,1067.892834919183,0.889020898621993,102.62043303677368,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,88.11863649889834,10.0,1.001,0.0156894115134685,0.0156894115134685,2.5338154070652843,,,,gradient,500000.0,500000.0,268310.8763897673,100000.0,94999.4179182282,1052.1995152539894,0.889020898621993,99.11874584217836,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,85.11178989045713,10.0,1.001,0.0167358091052984,0.0167358091052984,2.6106270151252096,,,,gradient,500000.0,500000.0,264417.3202897337,100000.0,94747.21246025724,1036.9306678028772,0.889020898621993,95.73654570143712,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,82.2075450344478,10.0,1.001,0.0178493672907437,0.0178493672907437,2.6884264545648944,,,,gradient,500000.0,500000.0,260555.14244549617,100000.0,94493.55275910514,1021.7848723352788,0.889020898621993,92.469755392558,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,79.4024008811086,10.0,1.001,0.0190341459313818,0.0190341459313818,2.7668014285607003,,,,gradient,500000.0,500000.0,256758.45775796645,100000.0,94238.42946442716,1006.8959127763392,0.889020898621993,89.31443681940945,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,76.69297584598065,10.0,1.001,0.0202944273580693,0.0202944273580693,2.8455017925684114,,,,gradient,500000.0,500000.0,253025.775688308,100000.0,93982.33733254044,992.2579438757176,0.889020898621993,86.26678626436892,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,74.07600373342835,10.0,1.001,0.02163472656951,0.02163472656951,2.9242476373390276,,,,gradient,500000.0,500000.0,249356.58519825476,100000.0,93725.82518536173,977.8689615617834,0.889020898621993,83.32312980296437,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,71.54832979925982,10.0,1.001,0.0230598017367866,0.0230598017367866,3.0027342660239653,,,,gradient,500000.0,500000.0,245751.54909372647,100000.0,93469.48849002236,963.7315650734372,0.889020898621993,80.47991887498,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,69.10690694770189,10.0,1.001,0.0245746650108607,0.0245746650108607,3.080639011742501,,,,gradient,500000.0,500000.0,242212.52424839497,100000.0,93213.96379188998,949.8530362682156,0.889020898621993,77.73372600668839,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,66.74879205814433,10.0,1.001,0.026184593629079,0.026184593629079,3.1576288490493,,,,gradient,500000.0,500000.0,238742.5216689366,100000.0,92959.9231146804,936.2451830154376,0.889020898621993,75.08124067905132,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,64.47114243722574,10.0,1.001,0.0278951413157572,0.0278951413157572,3.2333682507305626,,,,gradient,500000.0,500000.0,235345.62003569936,100000.0,92708.06825412076,922.9240001399976,0.889020898621993,72.51926533690917,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,62.27121239198354,10.0,1.001,0.0297121499709348,0.0297121499709348,3.3075267582692405,,,,gradient,500000.0,500000.0,232026.8308327137,100000.0,92459.12548878284,909.9091405204456,0.889020898621993,70.0447115343471,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,60.146349919937705,10.0,1.001,0.0316417616404345,0.0316417616404345,3.379785300986655,,,,gradient,500000.0,500000.0,228791.8646306128,100000.0,92213.84509182224,897.2229985514226,0.889020898621993,67.65459621159212,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,58.09399351211762,10.0,1.001,0.0336904307594163,0.0336904307594163,3.449732361365947,,,,gradient,500000.0,500000.0,225636.13216654336,100000.0,91973.72175467186,884.8475771236995,0.889020898621993,65.34603809895236,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,56.111669065178376,10.0,1.001,0.0358649366607092,0.0358649366607092,3.5173092807305384,,,,gradient,500000.0,500000.0,222590.23282261693,100000.0,91737.99860835038,872.9028738141841,0.889020898621993,63.116254243463814,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,54.19698689888411,10.0,1.001,0.0381723963383459,0.0381723963383459,3.5821617054849995,,,,gradient,500000.0,500000.0,219648.13838039184,100000.0,91508.20311461674,861.3652485505562,0.889020898621993,60.96255665405723,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,52.34763887536267,10.0,1.001,0.0406202774559301,0.0406202774559301,3.6439047735249463,,,,gradient,500000.0,500000.0,216807.4598105099,100000.0,91286.02677161682,850.2253325902349,0.889020898621993,58.88234906120088,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,50.561395616659304,10.0,1.001,0.04321641158875,0.04321641158875,3.7026820086452306,,,,gradient,500000.0,500000.0,214095.1130679435,100000.0,91070.22660902144,839.5886786978176,0.889020898621993,56.87312378711329,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,48.836103817234914,10.0,1.001,0.0459690076879323,0.0459690076879323,3.757948130396232,,,,gradient,500000.0,500000.0,211496.7869112409,100000.0,90863.74157833848,829.3991643578074,0.889020898621993,54.932458722772694,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,47.16968364816918,10.0,1.001,0.0488866657544223,0.0488866657544223,3.810017170757785,,,,gradient,500000.0,500000.0,209038.03501529744,100000.0,90664.72684407464,819.75700005999,0.889020898621993,53.05801440807916,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,45.56012624993918,10.0,1.001,0.0519783907102014,0.0519783907102014,3.8582923915491136,,,,gradient,500000.0,500000.0,206703.7003376176,100000.0,90476.58116495506,810.6027464220298,0.889020898621993,51.2475312116494,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,44.00549131075131,10.0,1.001,0.0552536064539186,0.0552536064539186,3.902912149200063,,,,gradient,500000.0,500000.0,204506.91573342055,100000.0,90298.6970979914,801.9879048369434,0.889020898621993,49.49882660684472,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,42.503904727507056,10.0,1.001,0.0587221700880542,0.0587221700880542,3.9442224867075577,,,,gradient,500000.0,500000.0,202461.30691494487,100000.0,90129.43395919164,793.965909470372,0.889020898621993,47.80979254074824,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,41.053556346582994,10.0,1.001,0.0623943863048462,0.0623943863048462,3.981454513354448,,,,gradient,500000.0,500000.0,200548.14137566497,100000.0,89973.30387960478,786.4632995124115,0.889020898621993,46.178392892919774,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,39.65269778170136,10.0,1.001,0.0662810219185316,0.0662810219185316,4.015367354725718,,,,gradient,500000.0,500000.0,198787.98877394007,100000.0,89826.55037245456,779.560740289961,0.889020898621993,44.6026610208648,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,38.299640306260926,10.0,1.001,0.0703933205319817,0.0703933205319817,4.045149648513363,,,,gradient,500000.0,500000.0,197162.5683133492,100000.0,89693.912790513,773.1865424052909,0.889020898621993,43.08069738925871,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,36.99275281758719,10.0,1.001,0.0747430173265756,0.0747430173265756,4.071168516553524,,,,gradient,500000.0,500000.0,195679.94694168444,100000.0,89573.81531935903,767.372340947782,0.889020898621993,41.61066728006842,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,35.73045987064789,10.0,1.001,0.079342353965155,0.079342353965155,4.093450817163881,,,,gradient,500000.0,500000.0,194339.0608073015,100000.0,89466.50562050911,762.1139639502019,0.889020898621993,40.19079858081075,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,34.5112397788635,10.0,1.001,0.084204093599163,0.084204093599163,4.11263543705588,,,,gradient,500000.0,500000.0,193147.1853348168,100000.0,89368.92540601714,757.4399424894775,0.889020898621993,38.81937964828147,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,33.33362277972309,10.0,1.001,0.0893415359725868,0.0893415359725868,4.127621839505284,,,,gradient,500000.0,500000.0,192084.22015353048,100000.0,89287.357008154,753.2714515824724,0.889020898621993,37.49475724517965,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,32.196189262994515,10.0,1.001,0.0947685326171135,0.0947685326171135,4.138972538313735,,,,gradient,500000.0,500000.0,191155.9796209208,100000.0,89219.13570605162,749.631292631062,0.889020898621993,36.21533454714001,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,31.09756805939273,10.0,1.001,0.1004995021349694,0.1004995021349694,4.146745406647934,,,,gradient,500000.0,500000.0,190359.61137026476,100000.0,89164.2796806181,746.5082798833912,0.889020898621993,34.979569217770724,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,30.03643478764353,10.0,1.001,0.1065494455682493,0.1065494455682493,4.150998096816742,,,,gradient,500000.0,500000.0,189691.94009514936,100000.0,89122.78595768893,743.8899611574485,0.889020898621993,33.785971549376214,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,29.01151025794974,10.0,1.001,0.1129339618561527,0.1129339618561527,4.1517928104072395,,,,gradient,500000.0,500000.0,189149.61790104365,100000.0,89094.60471082568,741.7632074550731,0.889020898621993,32.63310266712333,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,28.02155892993567,10.0,1.001,0.1196692633844152,0.1196692633844152,4.149196616479512,,,,gradient,500000.0,500000.0,188729.19110754767,100000.0,89079.6385447352,740.1144749315595,0.889020898621993,31.519572794486457,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,27.065387423210577,10.0,1.001,0.1267721916343592,0.1267721916343592,4.1432813585256145,,,,gradient,500000.0,500000.0,188427.14940750465,100000.0,89077.74464454094,738.9299976764887,0.889020898621993,30.444039577880204,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,26.141843078755738,10.0,1.001,0.1342602329423662,0.1342602329423662,4.134123460684001,,,,gradient,500000.0,500000.0,188239.9642408646,100000.0,89088.73788483004,738.195938199469,0.889020898621993,29.40520646846021,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,25.24981256940098,10.0,1.001,0.1421515343841761,0.1421515343841761,4.121803671883204,,,,gradient,500000.0,500000.0,188164.1189507682,100000.0,89112.3945018784,737.898505689287,0.889020898621993,28.401821159141353,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,24.388220557715364,10.0,1.001,0.1504649198022411,0.1504649198022411,4.106406731429743,,,,gradient,500000.0,500000.0,188196.132514918,100000.0,89148.45627516888,738.0240490781099,0.889020898621993,27.43267407494895,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,23.556028399694405,10.0,1.001,0.1592199059983548,0.1592199059983548,4.088020900906114,,,,gradient,500000.0,500000.0,188332.5783704704,100000.0,89196.6354260947,738.5591308645897,0.889020898621993,26.496596914883444,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,22.752232892680944,10.0,1.001,0.1684367191179464,0.1684367191179464,4.066737198923146,,,,gradient,500000.0,500000.0,188570.09956295343,100000.0,89256.62111905326,739.490586521386,0.889020898621993,25.592461243540544,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,21.97586506601039,10.0,1.001,0.1781363112567127,0.1781363112567127,4.042647633667792,,,,gradient,500000.0,500000.0,188905.42053667107,100000.0,89328.0916961195,740.8055707320434,0.889020898621993,24.719177130789152,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,21.225989012922337,10.0,1.001,0.1883403773246554,0.1883403773246554,4.0158354930479625,,,,gradient,500000.0,500000.0,189335.34509656945,100000.0,89410.77374066686,742.4915493983116,0.889020898621993,23.87569183786703,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,20.501700762330604,10.0,1.001,0.1990713722070327,0.1990713722070327,3.9852286415155014,,,,gradient,500000.0,500000.0,189854.93553997023,100000.0,89511.24900611563,744.5291589802755,0.889020898621993,23.06098854831063,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,19.802127189091507,10.0,1.001,0.2103525282662197,0.2103525282662197,3.953344370037077,,,,gradient,500000.0,500000.0,190466.04360200913,100000.0,89614.8420006369,746.9256611843496,0.889020898621993,22.274085142188845,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,19.12642496145677,10.0,1.001,0.2222078732329297,0.2222078732329297,3.919065201703331,,,,gradient,500000.0,500000.0,191162.97789233815,100000.0,89728.35187884465,749.6587368326988,0.889020898621993,21.51403301216345,10.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,10.0,18.473779524442087,10.0,1.001,0.2346622485396711,0.2346622485396711,3.882473976850227,,,,gradient,500000.0,500000.0,191943.08877640983,100000.0,89851.50440467325,752.7179952016073,0.889020898621993,20.779915919948515,10.0,0.002,1.0
