physical_condition,series,architecture,K_C,K_D,n_binders,gradient_scale,receptor_density_contrast_percent,plotted_axis_coordinate,mean,lower_95_percent,upper_95_percent,trajectory_count,curve_role,arrival_time_limit,recording_time_limit,mean_recorded_duration,path_ci_time_limit,mean_path_ci_duration,observation_lag,mobile_fraction,effective_K_D_at_start,local_K_C_at_start,cleavage_rate_scale,path_ci_correction_coefficient
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0018899296338593,7.845109297423858,7.845109297423858,2.1332539262193366,,,,gradient,500000.0,500000.0,276898.81362202944,100000.0,99638.40206115034,1085.8777004785468,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0019222765433835,7.984472037084656,7.984472037083701,2.217826982000129,,,,gradient,500000.0,500000.0,269590.9210342836,100000.0,99549.18373403233,1057.2192981736612,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0019546244972573,8.12401486811396,8.12401486811396,2.303275500678393,,,,gradient,500000.0,500000.0,262485.7900049258,100000.0,99444.02743128134,1029.3560392350032,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0019869734955131,8.263738023232857,8.263738023232857,2.3896165704443653,,,,gradient,500000.0,500000.0,255583.35539314803,100000.0,99321.54237283804,1002.2876682084236,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0020193235381851,8.403641735466106,8.40364173546515,2.476862523185667,,,,gradient,500000.0,500000.0,248882.2730657069,100000.0,99180.45264165405,976.0089139831642,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0020516746253074,8.543726238137639,8.543726238137639,2.565050253650068,,,,gradient,500000.0,500000.0,242380.1982017604,100000.0,99019.40972764154,950.510581183374,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002084026756913,8.683991764873845,8.683991764873845,2.654214402129455,,,,gradient,500000.0,500000.0,236074.1276420558,100000.0,98837.15490515024,925.7808927139444,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0021163799330364,8.824438549603997,8.824438549603997,2.744387352383066,,,,gradient,500000.0,500000.0,229960.5235282063,100000.0,98632.53619906888,901.805974620417,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0021487341537108,8.965066826557688,8.965066826557688,2.8357031655617044,,,,gradient,500000.0,500000.0,224036.03497297803,100000.0,98403.63753877109,878.5726861685413,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.00218108941897,9.105876830268244,9.105876830268244,2.9280946504577554,,,,gradient,500000.0,500000.0,218295.9723116024,100000.0,98150.30427265416,856.0626365160879,1.0,500.0,0.0,0.002,1.0
