biological_replicate,condition,x,y,frame,quality,particle,movie,x_um,y_um,time_s,track_uid,movie_uid,global_track_uid,candidate_uid,source_kind,panel_a_tracklet_id,panel_a_n_steps,panel_a_final_parallel_L,panel_a_final_transverse_L,panel_a_final_alignment,panel_a_median_local_receptor_contrast_percent,panel_a_cutoff_percent,receptor_smooth,log_receptor_smooth,receptor_percentile
2025-12-03,SBA_noNAI,768.0142657971875,762.0737046718684,31,0.03047051467001438,3823,100XIAV070,99.84185455363438,99.0695816073429,62.207157895803455,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1430.26886176081,7.265617720798657,8.638260884170922
2025-12-03,SBA_noNAI,768.8716612700408,760.9227590354326,32,0.01763506978750229,3823,100XIAV070,99.9533159651053,98.91995867460624,64.1494728372097,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1430.5993140996097,7.265848736224713,8.763185299650631
2025-12-03,SBA_noNAI,769.0583305890386,755.9414595790033,33,0.017418639734387398,3823,100XIAV070,99.97758297657502,98.27238974527043,66.23186395049095,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1476.2168502105455,7.2972379118559205,50.64918704649288
2025-12-03,SBA_noNAI,767.1255068703396,760.0553880162043,34,0.07554102689027786,3823,100XIAV070,99.72631589314415,98.80720044210656,68.2187648293972,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1445.4532717734717,7.276178234246557,17.203561710561676
2025-12-03,SBA_noNAI,767.9099361047963,760.9504865075208,35,0.029235180467367172,3823,100XIAV070,99.82829169362353,98.92356324597772,70.17788006377221,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1435.381555756841,7.26918598536405,10.88123152378393
2025-12-03,SBA_noNAI,762.9731956954269,759.997299410521,36,0.07166554778814316,3823,100XIAV070,99.1865154404055,98.79964892336774,72.21742083525658,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1457.515962300995,7.284488870000693,28.381042562483202
2025-12-03,SBA_noNAI,762.0993799596952,758.0874722549562,37,0.06425026804208755,3823,100XIAV070,99.07291939476038,98.55137139314431,74.14563885283471,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1468.1817057904013,7.291779979300999,40.79642989115829
2025-12-03,SBA_noNAI,759.9022419846449,758.1104873999883,38,0.051930636167526245,3823,100XIAV070,98.78729145800384,98.55436336199848,76.26670501494408,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1471.9884954708073,7.294369483681383,45.45432595404461
2025-12-03,SBA_noNAI,761.0027106192022,754.9556764913051,39,0.08012861758470535,3823,100XIAV070,98.93035238049629,98.14423794386967,78.1760138528347,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1479.2993558064402,7.29932384642621,54.46358085864015
2025-12-03,SBA_noNAI,758.0831602680137,754.0481373481995,40,0.05496123433113098,3823,100XIAV070,98.55081083484178,98.02625785526594,80.21786688017845,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1493.52269456779,7.308892833099997,70.66533273985488
2025-12-03,SBA_noNAI,754.0738558497068,750.131276966161,41,0.06378372758626938,3823,100XIAV070,98.02960126046189,97.51706600560092,82.14552605986596,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1547.6215074686572,7.344474520034429,96.48731439801129
2025-12-03,SBA_noNAI,758.0067743946714,751.9684826720847,42,0.08808723092079163,3823,100XIAV070,98.54088067130729,97.75590274737102,84.18616595244407,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1508.0741904609583,7.318588745276131,82.85008230314432
2025-12-03,SBA_noNAI,757.098817784863,752.922776993903,43,0.0739632099866867,3823,100XIAV070,98.42284631203219,97.87996100920739,86.31090594267845,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1508.414314784026,7.31881425538427,83.07463131550658
2025-12-03,SBA_noNAI,758.9072055151732,753.9231522213893,44,0.04899289086461067,3823,100XIAV070,98.65793671697253,98.01000978878061,88.14525384306907,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1488.7535058014764,7.30569447552919,65.60568395592583
2025-12-03,SBA_noNAI,758.9124145856499,755.9000369366229,45,0.06756860017776489,3823,100XIAV070,98.6586138961345,98.26700480176098,90.25395696806908,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1481.9095404614998,7.301086765168188,57.64642401236227
2025-12-03,SBA_noNAI,758.1169151661339,756.0785696544095,46,0.034035637974739075,3823,100XIAV070,98.55519897159742,98.29021405507325,92.22495086455345,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1485.6295089363925,7.303593873153281,62.06118986831497
2025-12-03,SBA_noNAI,761.0850960766257,756.0017783133839,47,0.03251184523105621,3823,100XIAV070,98.94106248996135,98.2802311807399,94.22223699736595,100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,2025-12-03::SBA_noNAI::100XIAV070::100XIAV070::3823,accepted_full_track,,,,,,,,1476.5083033112933,7.297435324812793,51.028369389948935
