condition,plot_condition,log10_d_eff_um2_s,mean_density,sd_density,n_biological_replicates,min_n_tracks,mean_n_tracks
noSBA_NAI,+ NAI,-2.85876993166287,0.38449297903594776,0.046584172855168686,3,81,202.0
noSBA_NAI,+ NAI,-2.849658314350797,0.38364807203436757,0.04684777642189985,3,81,202.0
noSBA_NAI,+ NAI,-2.8405466970387243,0.3827942889683078,0.04705869289036824,3,81,202.0
noSBA_NAI,+ NAI,-2.8314350797266514,0.3819309355586545,0.0472183789762885,3,81,202.0
noSBA_NAI,+ NAI,-2.8223234624145785,0.3810572915135723,0.04732836121350722,3,81,202.0
noSBA_NAI,+ NAI,-2.8132118451025057,0.38017261390900164,0.04739022401686003,3,81,202.0
noSBA_NAI,+ NAI,-2.8041002277904328,0.37927614043886865,0.04740559759738211,3,81,202.0
noSBA_NAI,+ NAI,-2.79498861047836,0.3783670925196903,0.04737614584898884,3,81,202.0
noSBA_NAI,+ NAI,-2.785876993166287,0.3774446782375401,0.047303554333082934,3,81,202.0
noSBA_NAI,+ NAI,-2.776765375854214,0.37650809512858835,0.04718951849347157,3,81,202.0
noSBA_NAI,+ NAI,-2.7676537585421412,0.37555653278761664,0.04703573223816441,3,81,202.0
noSBA_NAI,+ NAI,-2.7585421412300684,0.37458917530195396,0.04684387702681024,3,81,202.0
noSBA_NAI,+ NAI,-2.7494305239179955,0.37360520351120735,0.046615611602363785,3,81,202.0
noSBA_NAI,+ NAI,-2.7403189066059226,0.3726037970958856,0.046352562502870225,3,81,202.0
noSBA_NAI,+ NAI,-2.7312072892938497,0.37158413650054545,0.04605631548374965,3,81,202.0
noSBA_NAI,+ NAI,-2.722095671981777,0.3705454046993899,0.04572840797255783,3,81,202.0
noSBA_NAI,+ NAI,-2.712984054669704,0.3694867888142929,0.04537032266681434,3,81,202.0
noSBA_NAI,+ NAI,-2.703872437357631,0.36840748159702036,0.044983482371169,3,81,202.0
noSBA_NAI,+ NAI,-2.694760820045558,0.3673066827889208,0.04456924615306502,3,81,202.0
noSBA_NAI,+ NAI,-2.6856492027334853,0.3661836003726006,0.04412890687639146,3,81,202.0
noSBA_NAI,+ NAI,-2.6765375854214124,0.36503745173104446,0.04366369015077079,3,81,202.0
noSBA_NAI,+ NAI,-2.6674259681093395,0.3638674647303111,0.043174754710533246,3,81,202.0
noSBA_NAI,+ NAI,-2.6583143507972666,0.362672878742325,0.0426631942126649,3,81,202.0
noSBA_NAI,+ NAI,-2.6492027334851938,0.36145294562440783,0.04213004041765658,3,81,202.0
noSBA_NAI,+ NAI,-2.640091116173121,0.3602069306720577,0.041576267691924906,3,81,202.0
noSBA_NAI,+ NAI,-2.630979498861048,0.35893411356109883,0.04100279874594859,3,81,202.0
