explore_to_exploit_demand_ratio,reader_cleaver_coordinate,explore_density,escape_density,exploit_density,total_density,explore_fraction,escape_fraction,exploit_fraction,explore_escape_center,exploit_center,display_width
0.05,-1.9182839346706115,0.0011290431529693,0.0050758447681757,1.96968366323679e-06,0.0062068576048082,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.914210094633633,0.0011613877524684,0.0052212565407149,2.0763714523187782e-06,0.0063847206646357,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.9101362545966545,0.0011945296018663,0.0053702525134831,2.188600982326831e-06,0.0065669707163318,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.906062414559676,0.0012284841725564,0.0055229022412989,2.306646828670864e-06,0.006753693060684,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.9019885745226977,0.0012632671088255,0.0056792760562578,2.4307964518767698e-06,0.0069449739615352,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8979147344857188,0.0012988942258967,0.0058394450589355,2.561350764717271e-06,0.007140900635597,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8938408944487404,0.0013353815078235,0.0060034811089181,2.698624722421247e-06,0.007341561241464,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8897670544117615,0.0013727451052309,0.0061714568146491,2.8429479368101253e-06,0.0075470448678169,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.885693214374783,0.0014110013329025,0.0063434455225798,2.99466531523662e-06,0.0077574415207976,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.881619374337805,0.0014501666672089,0.0065195213056092,3.154137725229074e-06,0.0079728421105434,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
