date,condition,movie,conditioned_ci,conditioned_n_tracks,conditioned_n_events,conditioned_median_receptor_contrast_percent,tracking_qc_status,tracking_qc_flags,raw_detections_per_frame_median,spot_snr_median,accepted_tracks,median_track_length,track_weighted_exact_pair_fraction,exact_step_near_search_fraction,exact_step_q95_um,quality_threshold,search_range_pixels,conditioned_qc_filter,conditioned_excluded_by_filter,conditioned_min_movie_tracks,conditioned_excluded_by_min_movie_tracks,conditioned_included_in_date_average,conditioned_top_fraction,conditioned_high_gradient_cutoff_percent,conditioned_window_label
2025-11-24,SBA_NAI,100XIAV033,0.3390210369709518,23,40,12.18413587107659,pass,,706.0,8.766372178657436,840,53.5,0.9396860270914662,0.0029030018722258,0.1692078794558225,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_NAI,100XIAV034,0.23469589387304687,27,65,10.839544866762594,pass,,674.0,9.12991814357466,1032,81.0,0.9227457569773624,0.0021296593734756,0.164372591725841,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_NAI,100XIAV035,0.2649552357263275,45,82,10.697658619315144,warning,high_detector_candidate_density,1699.5,7.183822252488781,1985,102.0,0.929346366337313,0.0019089465963817,0.165228715571183,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_noNAI,100XIAV039,0.20023632711708983,27,59,11.576082685098747,pass,,1059.0,6.758501876153534,1241,69.0,0.920517590145658,0.00144875545008,0.1588986487216532,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_noNAI,100XIAV040,0.3799901810639864,26,38,11.413841249980502,warning,high_detector_candidate_density,2115.0,6.303302227319648,2011,47.0,0.9503745933734646,0.0018987183651035,0.1730831376303997,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_noNAI,100XIAV041,0.112708465604765,30,42,10.850206006629595,warning,high_detector_candidate_density,2375.0,6.174522945301463,2394,63.0,0.9434880408712571,0.0011153047287304,0.1528222185273346,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_noNAI,100XIAV042,0.3821918187967426,50,90,12.005927083502707,warning,elevated_exact_step_median,1252.0,5.275375958695587,1250,69.0,0.9084240905716302,0.0065527831637346,0.3936416824790495,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_noNAI,100XIAV043,0.22169179104892006,103,255,12.79751206255526,warning,elevated_exact_step_median,1088.5,3.613890664409086,809,60.0,0.904768787960058,0.0115323698277568,0.5331007100759129,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-11-24,SBA_noNAI,100XIAV044,0.555618072616391,23,49,12.849761712454383,warning,elevated_exact_step_median,626.5,4.181842547576938,413,44.0,0.916381659534539,0.0073007641921397,0.4006075168965191,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_NAI,100XIAV060,0.18492491601389846,321,940,13.894477556607917,warning,elevated_exact_step_median,787.0,3.590257903330978,572,39.0,0.8505087937739749,0.0143667753229506,0.539439747964003,0.002,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_NAI,100XIAV061,0.09877642438494111,54,149,14.349752098769073,pass,,226.0,5.6819821509518915,190,46.0,0.8812819031871916,0.0036518563603164,0.2768002169429022,0.002,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_NAI,100XIAV062,0.38558118701537913,9,12,10.421677869685615,pass,,79.0,7.961923296854432,64,64.0,0.9302648978895824,0.0030248033877797,0.258587240375669,0.002,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_NAI,100XIAV063,0.18116387164096184,27,59,14.03439525155979,warning,elevated_exact_step_median;low_detection_survival,393.0,3.493983536568331,135,50.0,0.8712379205095412,0.0097017606899029,0.3415793192700886,0.002,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_NAI,100XIAV064,0.03988252130751063,6,9,10.203369600972927,pass,,87.0,8.084953479694875,64,67.5,0.9206191965383902,0.0027347310847766,0.23174987102491,0.002,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_noNAI,100XIAV070,0.19434205253757184,84,161,11.839547178613667,pass,,725.5,2.999074839612127,476,46.0,0.9053348221569396,0.0091051646517274,0.3924813705873961,0.005,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_noNAI,100XIAV071,0.15121723274401294,93,184,11.84295304268716,pass,,592.0,2.831418255203822,483,42.0,0.8777216526572611,0.0089763431350873,0.4155715278697701,0.005,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_noNAI,100XIAV072,-0.02431649864302803,91,152,10.919892414757722,pass,,1011.0,4.569945132921325,852,39.0,0.932607870785339,0.0056397363593123,0.2809216962111148,0.001,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
2025-12-03,SBA_noNAI,100XIAV073,0.13129246551695495,35,57,13.197337749197136,pass,,379.0,3.302194157662543,270,37.0,0.9177240020832652,0.0047465158553827,0.2505551767024346,0.005,8.0,support_gated_trackable_movies,False,5,False,True,0.1,9.1966917756456,top 10.0% first-passage finite-aperture cue gate
