date,condition,movie,conditioned_successful_passage_fraction,conditioned_escape_passage_fraction,conditioned_signed_passage_fraction,conditioned_decision_fraction,conditioned_productive_share,conditioned_up_passage_count,conditioned_down_passage_count,conditioned_decision_count,conditioned_first_passage_risk_time_s,conditioned_up_first_passage_score_s,conditioned_down_first_passage_score_s,conditioned_net_first_passage_score_s,conditioned_signed_first_passage_rate_s,conditioned_episode_drift_speed_um_s,conditioned_episode_receptor_gain_rate_s,conditioned_selected_time_s,conditioned_n_tracks,conditioned_n_episodes,conditioned_n_events,conditioned_median_receptor_contrast_percent,conditioned_up_first_passage_rate_s,conditioned_down_first_passage_rate_s,conditioned_decision_first_passage_rate_s,conditioned_excess_first_passage_rate_s,conditioned_first_passage_directional_index,conditioned_first_passage_log_rate_ratio,tracking_qc_status,tracking_qc_flags,raw_detections_per_frame_median,spot_snr_median,accepted_tracks,median_track_length,track_weighted_exact_pair_fraction,exact_step_near_search_fraction,exact_step_q95_um,quality_threshold,search_range_pixels,conditioned_qc_filter,conditioned_excluded_by_filter,conditioned_min_movie_tracks,conditioned_excluded_by_min_movie_tracks,conditioned_included_in_date_average,conditioned_top_fraction,conditioned_high_gradient_cutoff_percent,conditioned_passage_distance_um,conditioned_window_label
2025-11-24,SBA_NAI,100XIAV032,0.035158150851581506,0.004327424400417101,0.030830726451164407,0.03948557525199861,0.7692307692307693,11,3,14,9754.901654541016,0.0024754818379755313,0.0019028060605289648,0.0005726757774465665,0.0005726757774465665,0.016326117445904224,0.0035976121035216062,10067.18570263672,137,673,5036,10.639221374049503,0.0011276382263556062,0.0003075376980969835,0.0014351759244525897,0.0008201005282586228,0.5714285714285714,1.1895840668738364,pass,,754.5,7.819452149023367,958,73.0,0.9176122589504608,0.0032464549324676,0.169838024883911,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_NAI,100XIAV033,0.029596560846560843,0.01171875,0.017877810846560847,0.04131531084656084,0.8,9,2,11,6525.284661621094,0.005732421982164227,0.0032492640646728126,0.0024831579174914146,0.0024831579174914146,0.02608192973465941,0.006316244345818379,6559.345640625,96,452,3283,10.881684922539474,0.00137925017324288,0.00030650003849841775,0.0016857502117412976,0.001072750134744462,0.6363636363636364,1.33500106673234,pass,,706.0,8.766372178657436,840,53.5,0.9396860270914662,0.0029030018722258,0.1692078794558225,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_NAI,100XIAV034,0.037547715442452285,0.0015384615384615385,0.03600925390399075,0.03908617698091382,0.9285714285714286,18,1,19,12347.743771972655,0.0021358424052095684,0.0007687468303386719,0.0013670955748708961,0.0013670955748708961,0.01751793556768523,0.004078695672208773,12689.906431884765,130,999,6345,10.388676478036462,0.00145775619679257,8.0986455377365e-05,0.001538742652169935,0.001376769741415205,0.8947368421052632,2.512305623976115,pass,,674.0,9.12991814357466,1032,81.0,0.9227457569773624,0.0021296593734756,0.164372591725841,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_NAI,100XIAV035,0.009749483471074379,0.0,0.009749483471074379,0.009749483471074379,1.0,9,0,9,14746.749563476562,0.0038756402765389134,0.0,0.0038756402765389134,0.0038756402765389134,0.022131497579844187,0.004945623929397982,14778.696822753906,176,953,7396,10.245040881185753,0.0006103039833462962,0.0,0.0006103039833462962,0.0006103039833462962,1.0,2.9444389791664403,warning,high_detector_candidate_density,1699.5,7.183822252488781,1985,102.0,0.929346366337313,0.0019089465963817,0.165228715571183,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_noNAI,100XIAV039,0.011578295620848812,0.0,0.011578295620848812,0.011578295620848812,1.0,7,0,7,10769.705922363282,0.0033680247553919012,0.0,0.0033680247553919012,0.0033680247553919012,0.0054361245161191575,0.0013252051594401975,10791.568442382813,141,677,5399,10.375843906343755,0.0006499713223797976,0.0,0.0006499713223797976,0.0006499713223797976,1.0,2.70805020110221,pass,,1059.0,6.758501876153534,1241,69.0,0.920517590145658,0.00144875545008,0.1588986487216532,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_noNAI,100XIAV040,0.01882440476190476,0.0,0.01882440476190476,0.01882440476190476,1.0,6,0,6,5491.026706787109,0.003936578623958723,0.0,0.003936578623958723,0.003936578623958723,0.01206462899048398,0.0032236966722139627,5520.991467773438,112,433,2766,11.047969237676039,0.001092691826208709,0.0,0.001092691826208709,0.001092691826208709,1.0,2.5649493574615367,warning,high_detector_candidate_density,2115.0,6.303302227319648,2011,47.0,0.9503745933734646,0.0018987183651035,0.1730831376303997,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_noNAI,100XIAV041,0.01256830601092896,0.00819672131147541,0.004371584699453552,0.02076502732240437,0.75,3,1,4,7431.652400634765,0.002236194485299023,0.004089040020446958,-0.0018528455351479343,-0.0018528455351479343,0.010456065639004057,0.00247900563983497,7439.8209675292965,122,533,3722,10.936528800988492,0.0004036787296111641,0.0001345595765370547,0.0005382383061482188,0.0002691191530741094,0.5,0.8472978603872037,warning,high_detector_candidate_density,2375.0,6.174522945301463,2394,63.0,0.9434880408712571,0.0011153047287304,0.1528222185273346,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_noNAI,100XIAV042,0.06697741561144772,0.001059322033898305,0.06591809357754942,0.06803673764534604,0.9565217391304348,32,1,33,5508.240201904297,0.014085646313036857,0.0005635150503324487,0.013522131262704408,0.013522131262704408,0.029137098200785305,0.007374140064586168,5856.070670166016,118,688,2931,10.59432749191824,0.005809477950677792,0.000181546185958681,0.005991024136636473,0.005627931764719111,0.9393939393939394,3.0757749812275277,warning,elevated_exact_step_median,1252.0,5.275375958695587,1250,69.0,0.9084240905716302,0.0065527831637346,0.3936416824790495,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_noNAI,100XIAV043,0.10900923358788527,0.018414481897627965,0.0905947516902573,0.12742371548551323,0.8804347826086957,50,6,56,6761.821547363281,0.012620113028544365,0.008506226756073161,0.0041138862724712025,0.004113886272471203,0.023980786584050135,0.0071770452957694375,7769.96839868164,178,698,3888,11.014711755764559,0.007394457196152582,0.0008873348635383099,0.008281792059690892,0.006507122332614273,0.7857142857142857,2.0501711593797225,warning,elevated_exact_step_median,1088.5,3.613890664409086,809,60.0,0.904768787960058,0.0115323698277568,0.5331007100759129,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-11-24,SBA_noNAI,100XIAV044,0.09365079365079364,0.0,0.09365079365079364,0.09365079365079364,1.0,11,0,11,1216.460938232422,0.015878056370323867,0.0,0.015878056370323867,0.015878056370323867,0.05123131800113254,0.013676199386863968,1350.3868381347656,44,176,676,11.558163134489526,0.009042624924712786,0.0,0.009042624924712786,0.009042624924712786,1.0,3.1354942159291497,warning,elevated_exact_step_median,626.5,4.181842547576938,413,44.0,0.916381659534539,0.0073007641921397,0.4006075168965191,0.001,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-12-03,SBA_NAI,100XIAV060,0.06844813463633785,0.02455590154570381,0.043892233090634045,0.09300403618204166,0.734313725490196,172,52,224,22040.787263183593,0.014352798260314176,0.008788266741922537,0.005564531518391639,0.005564531518391639,0.017136520993097214,0.005831988949966794,23818.507291503905,473,2727,11919,12.488942889271216,0.007803713993796615,0.0023592623702175814,0.010162976364014196,0.005444451623579034,0.5357142857142857,1.1895840668738364,warning,elevated_exact_step_median,787.0,3.590257903330978,572,39.0,0.8505087937739749,0.0143667753229506,0.539439747964003,0.002,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
2025-12-03,SBA_NAI,100XIAV061,0.030198112177896072,0.007568590350047304,0.022629521827848772,0.03776670252794338,0.75,23,6,29,10628.180296142578,0.003486287112607316,0.002087652622052001,0.0013986344905553157,0.0013986344905553157,0.007026355430589654,0.003426004061366826,11043.993203857422,151,763,5526,13.104222698899498,0.002164058132166584,0.0005645369040434567,0.002728595036210041,0.0015995212281231274,0.5862068965517241,1.285198244248522,pass,,226.0,5.6819821509518915,190,46.0,0.8812819031871916,0.0036518563603164,0.2768002169429022,0.002,8.0,support_gated_trackable_movies,False,10,False,True,0.1,9.1966917756456,0.75,top 10.0% exact-step finite-aperture cue gate; 0.75 um passage
