series,time_s,msd_um2,lo_um2,hi_um2
polarized_experiment,2520.0,6.170681423611109,3.1956485393636584,17.740318769290123
polarized_experiment,2550.0,6.430406057098768,3.349810570386512,18.144822953333843
polarized_experiment,2580.0,6.330948334881905,3.500097640437461,18.319786780899484
polarized_experiment,2610.0,6.295331632653063,3.320298748405613,17.989610277689284
polarized_experiment,2640.0,6.3261597400318,3.3105347400318,19.506736729057867
polarized_experiment,2670.0,6.371255165289259,3.396222281041809,20.02931072084482
polarized_experiment,2700.0,6.460433673469386,3.517190876178302,19.33890589569161
polarized_experiment,2730.0,6.242386242574896,3.3552007773365,18.941942569735392
polarized_experiment,2760.0,6.3262756061694185,3.3422880028636377,20.084956161724975
polarized_experiment,2790.0,6.4320154583187055,3.483099545171772,20.89316354772876
polarized_experiment,2820.0,6.485058773100321,3.444043148100321,20.946206862510376
polarized_experiment,2850.0,6.485942571628532,3.476177244315623,20.99646326148161
polarized_experiment,2880.0,6.358056185437136,3.339643070607255,20.92820137314184
polarized_experiment,2910.0,6.226693786982246,3.139670110324081,21.140864793926692
polarized_experiment,2940.0,6.314793968207116,3.160485536254454,20.941043968207115
polarized_experiment,2970.0,6.41650390625,3.2899240858341194,21.73298520510309
polarized_experiment,3000.0,6.737217580756438,3.567846311243124,22.34612088941117
polarized_experiment,3030.0,6.932528344671202,3.8285768983902146,22.502388881861282
polarized_experiment,3060.0,6.861406249999998,3.7329340277777754,22.655059400826453
polarized_experiment,3090.0,6.7726845946712,3.7225812888860816,22.693919204217508
polarized_experiment,3120.0,6.464151311350984,3.3356790891287615,22.520844382356742
polarized_experiment,3150.0,6.805107709750565,3.5768019246266016,22.889829931972788
polarized_experiment,3180.0,6.7170698630656505,3.613118416784663,23.085993474176757
polarized_experiment,3210.0,6.947491560570986,3.812971030919564,24.08389781057099
polarized_experiment,3240.0,6.720303337191357,3.6702000314062384,23.188175238017802
polarized_experiment,3270.0,6.971297246709332,3.9215428043652856,23.870711309209334
polarized_experiment,3300.0,7.2585778061224575,4.15462635984147,24.729824971655333
polarized_experiment,3330.0,7.798225308641974,4.62885403912866,25.30451666024878
polarized_experiment,3360.0,7.571180555555561,4.335746882086178,25.015008034894404
polarized_experiment,3390.0,7.623688102514718,4.645250403905861,24.67181310251472
polarized_experiment,3420.0,7.2920674078454955,4.3843359741907655,23.727638395499817
polarized_experiment,3450.0,7.388498780502719,4.2190276266565645,23.337731046938707
polarized_experiment,3480.0,7.312906037414966,4.168252227137393,23.00235916241497
polarized_experiment,3510.0,7.132148409206308,4.294409650525753,23.43320424820858
polarized_experiment,3540.0,6.932528344671202,3.8017295281031553,24.33969954648526
polarized_experiment,3570.0,7.167755102040818,4.450741213151929,24.221603242536688
polarized_experiment,3600.0,6.92752200271573,3.917765058271286,29.14534765312054
polarized_experiment,3630.0,7.076171927869709,3.9595669895981023,29.16669022653532
polarized_experiment,3660.0,6.777774732940053,3.7499969551622754,28.504349350287
polarized_experiment,3690.0,6.8827580392178636,3.917613411118692,28.51598508003419
polarized_experiment,3720.0,7.491287527407655,4.26724629437021,29.334556758176888
polarized_experiment,3750.0,7.957686782033411,5.015279757240024,29.60699676644385
polarized_experiment,3780.0,7.906356466999437,4.87857868922166,30.116833366092404
polarized_experiment,3810.0,8.154937081841556,4.988745041907775,30.048761189591087
polarized_experiment,3840.0,8.02548172764285,4.9456780086345855,30.08677063070408
polarized_experiment,3870.0,8.221019345238096,5.059063266779749,30.11109112111923
polarized_experiment,3900.0,8.108217325416367,4.938968388927171,29.629961849779377
polarized_experiment,3930.0,8.156362649226354,5.009145707756792,29.80012273689328
polarized_experiment,3960.0,8.16038364875595,4.910222819100398,29.27103453632992
polarized_experiment,3990.0,7.99317679680659,4.818628036476012,29.296830159193224
polarized_experiment,4020.0,8.139999311067017,4.839322073640981,29.266067306795037
polarized_experiment,4050.0,8.115288905275653,5.0840470535371685,30.05077514323792
polarized_experiment,4080.0,8.475730379803416,5.181595852714343,30.42360497234879
polarized_experiment,4110.0,8.230392828385973,4.92951472921242,29.537973855871112
polarized_experiment,4140.0,8.490504731985387,5.230853816522785,30.09729196268153
polarized_experiment,4170.0,8.061905116213154,4.982258328736113,29.349553045207244
polarized_experiment,4200.0,10.029955621301774,6.445969601974633,31.353877099654323
polarized_experiment,4230.0,9.45322379109174,6.200287853403056,31.76230903417659
polarized_experiment,4260.0,9.5625,6.348203744307639,31.44403895511013
polarized_experiment,4290.0,9.845947265625,6.502751999352811,32.367117523747325
polarized_experiment,4320.0,9.845947265625,6.698040642576332,31.890909000318892
polarized_experiment,4350.0,10.136960901627505,6.884024963938822,31.93319814652547
polarized_experiment,4380.0,10.183568284084469,6.919318704129763,32.30965246775794
polarized_experiment,4410.0,9.985339506172838,6.899078411498285,31.780014975527802
polarized_experiment,4440.0,9.838072974287758,6.401301062305512,31.463072974287762
polarized_experiment,4470.0,9.845947265625,6.89430155556583,30.324072265625006
polarized_experiment,4500.0,9.965606340575452,6.829644448931743,31.881362877565255
polarized_experiment,4530.0,10.044722222222227,7.077133515553266,31.28230902777778
polarized_experiment,4560.0,8.478523026108592,5.4430478985575705,28.765505274629305
polarized_experiment,4590.0,8.311185608203196,4.90821883790527,28.598167856723908
polarized_experiment,4620.0,8.708282060986159,5.5189742097464904,28.995264309506872
polarized_experiment,4650.0,7.526128472222221,4.321066488751146,27.082455632716044
polarized_experiment,4680.0,6.861406249999998,3.424634338017752,26.221419005102042
polarized_experiment,4710.0,7.031079600222331,3.390516688449418,27.031541878328845
polarized_experiment,4740.0,6.704964923469387,3.5951520964362813,26.7054272015759
polarized_experiment,4770.0,6.548369140624999,3.05331180493783,25.126494140625002
polarized_experiment,4800.0,6.933919005102039,2.5847141234452344,25.446280116213146
polarized_experiment,4830.0,6.861406249999998,3.609039386094675,25.463550926994625
polarized_experiment,4860.0,7.327128906249998,3.890356994267752,25.83740668402777
polarized_experiment,4890.0,7.015316868538358,3.083179294573861,25.340112875482802
polarized_experiment,4920.0,6.9576562499999985,3.4113359837278097,26.293070451183436
polarized_experiment,4950.0,7.168852056809413,3.6225317905372245,25.506753291377322
polarized_experiment,4980.0,7.093587537504144,3.547267271231955,25.67171253750415
polarized_experiment,5010.0,7.306446920680036,4.006719538593146,26.268946920680044
polarized_experiment,5040.0,7.767087328465868,4.239356749953471,26.10498856303378
polarized_experiment,5070.0,8.487787861739433,5.154560345095723,28.320912861739437
polarized_experiment,5100.0,8.708986788725905,4.9835233785097515,26.781509464462868
polarized_experiment,5130.0,8.796840376196776,5.256526320941643,26.797087289777032
polarized_experiment,5160.0,8.770844601704042,5.221362353183332,27.487046858648483
polarized_experiment,5190.0,8.891070476367632,5.525497176041587,27.632418616863504
polarized_experiment,5220.0,9.081420953798188,5.5292097677839,27.419322188366095
polarized_experiment,5250.0,8.824579900970805,5.2861709594849415,26.952305595415247
polarized_experiment,5280.0,8.49127710459184,5.007179471455747,27.422527104591843
polarized_experiment,5310.0,8.780874889784346,5.137372208571332,27.421499889784354
polarized_experiment,5340.0,7.205199502595155,3.8140341508528808,25.543100737163066
polarized_experiment,5370.0,7.327128906249998,4.045324172522188,25.665030140817905
polarized_experiment,5400.0,7.689531249999999,4.371299001479292,26.201892361111106
polarized_experiment,5430.0,7.327128906249998,4.151596931054723,25.839490017361108
polarized_experiment,5460.0,7.327128906249998,4.102001355229591,25.651924913194442
polarized_experiment,5490.0,7.205199502595155,3.83862323698043,26.381951557583825
polarized_experiment,5520.0,6.861406249999998,3.722839307851239,25.8958027053414
polarized_experiment,5550.0,7.491582031249998,4.1428386636036585,26.140258689413262
polarized_experiment,5580.0,7.327128906249998,4.240867811575444,26.321259389434395
polarized_experiment,5610.0,7.745554882271466,4.289193935525902,26.875330969851472
polarized_experiment,5640.0,7.088439121972318,3.542118855700129,26.50637817421912
polarized_experiment,5670.0,7.532741126543206,3.9273560489584534,26.870397074647293
polarized_experiment,5700.0,7.606572265624999,3.9671491887019235,26.462345352359684
polarized_experiment,5730.0,7.689531249999999,4.416584273129018,27.34842013888889
polarized_experiment,5760.0,7.526128472222221,4.159552206607496,26.86378442032631
polarized_experiment,5790.0,7.526128472222221,4.336820620982552,26.708246527777785
polarized_experiment,5820.0,7.327128906249998,3.8040239793151063,26.87339626736111
polarized_experiment,5850.0,7.502118055555553,4.0340147497704315,27.18973730521823
polarized_experiment,5880.0,7.333376471606647,4.017310652335703,26.37991968148318
polarized_experiment,5910.0,7.681425781249999,4.4896728226701175,26.494102935445003
polarized_experiment,5940.0,7.45029513888889,4.101746378558311,26.296024873823026
polarized_experiment,5970.0,7.557260841836735,4.382272388499995,26.17467199900794
polarized_experiment,6000.0,7.526128472222221,4.354792808327035,26.1933389585258
polarized_experiment,6030.0,7.557260841836735,4.15600344538703,26.239639314058962
polarized_experiment,6060.0,7.790312499999999,4.512056259487267,26.29381944444444
polarized_experiment,6090.0,7.844377596952908,4.748280303869009,26.3256066459072
polarized_experiment,6120.0,7.681425781249999,4.355851801658163,26.20837022569444
polarized_experiment,6150.0,7.519600694444444,4.266411918934242,25.85750192901235
polarized_experiment,6180.0,7.45029513888889,4.258542180309009,26.21835069444445
polarized_experiment,6210.0,6.82541984072022,3.466323830109056,25.731833981736706
polarized_experiment,6240.0,7.647545879501383,4.084027726239639,25.98544711406929
polarized_experiment,6270.0,7.044542344674558,3.72690487301923,25.382443579242466
polarized_experiment,6300.0,6.789586876417232,3.3660231461914134,24.873977820294773
polarized_experiment,6330.0,6.896128472222219,3.4725647419964,25.428515093537406
polarized_experiment,6360.0,6.934587191358024,3.325290893250539,25.44694830246913
polarized_experiment,6390.0,7.354611807958476,3.851708502173354,25.692513042526386
polarized_experiment,6420.0,7.385016396604938,4.046259000155233,25.897377507716044
polarized_experiment,6450.0,7.119164030195412,3.257472503239461,26.07740099164665
polarized_experiment,6480.0,6.921441092451522,3.7087298360739718,25.433802203562628
polarized_experiment,6510.0,7.238760577683398,3.834066362807364,25.37286648046117
polarized_experiment,6540.0,6.849516973714415,3.398255879039862,25.361878084825523
polarized_experiment,6570.0,6.8824513107939245,3.372477198367889,25.196570234405037
polarized_experiment,6600.0,7.453137838945488,3.945438043111951,25.791039073513396
polarized_experiment,6630.0,7.145455981648198,3.9151697004690624,25.483357216216106
polarized_experiment,6660.0,7.220928819444443,3.89499851043721,24.494053819444435
polarized_experiment,6690.0,6.940575388482954,3.652429990861097,24.49276087975936
polarized_experiment,6720.0,6.958281249999998,3.549042598047745,24.709184027777773
polarized_experiment,6750.0,6.817338887338176,3.5556948742641974,23.84011666511595
polarized_experiment,6780.0,6.757119140625,3.347880488672747,24.06739691840278
polarized_experiment,6810.0,7.34433109504132,3.31576664191632,24.853374304917864
polarized_experiment,6840.0,7.163445216049381,3.4269927948442147,24.341006944444437
polarized_experiment,6870.0,7.15600464876033,3.088435204315882,24.466282426538108
polarized_experiment,6900.0,7.009461805555551,3.353723940567815,24.51294945987653
polarized_experiment,6930.0,7.021406249999998,3.3145942283163254,25.546065051020413
polarized_experiment,6960.0,6.826739294982698,2.9766560849235293,25.261971605430652
polarized_experiment,6990.0,7.301454368512109,3.178562932525951,25.77310969731029
polarized_experiment,7020.0,7.434756944444444,3.7222939266929673,25.85045145975057
polarized_experiment,7050.0,6.835281635802466,2.9220003858024675,25.48395829396573
polarized_experiment,7080.0,6.720856942041521,2.80767277044389,25.830053732773045
polarized_experiment,7110.0,6.8687411389414,3.1562781211899233,25.477041106487587
polarized_experiment,7140.0,6.72828125,2.7204419264555515,25.015642361111105
polarized_experiment,7170.0,6.703428930165818,2.7902447585681873,25.220703678606856
polarized_experiment,7200.0,8.721505183083003,4.761348933083001,28.199074627527445
polarized_experiment,7230.0,8.728475765306126,4.607140888762913,27.37715242346939
polarized_experiment,7260.0,8.73807811318972,4.71551894159209,27.835029444686498
polarized_experiment,7290.0,8.885788690476193,4.764453813932981,27.92497271825397
polarized_experiment,7320.0,8.611213375810209,4.602076265083565,28.287311466087985
polarized_experiment,7350.0,8.828830972862521,4.707496096319309,28.050374182739063
polarized_experiment,7380.0,8.962610253881646,4.841275377338434,27.910561642770542
polarized_experiment,7410.0,8.827437464569162,4.877977588025954,27.535420535626802
polarized_experiment,7440.0,9.032173170194005,5.289503417107586,27.463948940783297
polarized_experiment,7470.0,8.689338001763494,4.673713001763494,26.91314796845851
polarized_experiment,7500.0,9.028979460719858,5.052416960719857,27.296757238497634
polarized_experiment,7530.0,8.725513751527597,4.84933319597204,26.82625296181226
polarized_experiment,7560.0,8.914549674036284,5.038369118480727,26.29644203514739
polarized_experiment,7590.0,8.638006050799952,4.739163057720367,28.125720407375915
polarized_experiment,7620.0,8.886391649162222,4.877602586662222,29.674098919570383
polarized_experiment,7650.0,8.722028415532883,4.871117099877978,29.629847104994273
polarized_experiment,7680.0,8.743608099489796,4.946841230977685,29.658789859693897
polarized_experiment,7710.0,8.663752550559225,5.033683106114779,29.64826288219188
polarized_experiment,7740.0,8.690131696741881,4.920600446741881,29.11981683818012
polarized_experiment,7770.0,8.939214089860483,5.286643106480986,29.82521536537071
polarized_experiment,7800.0,8.911796834480153,5.236478334299016,29.27537145182711
polarized_experiment,7830.0,9.076651564792584,5.413321486667584,29.983477315926383
polarized_experiment,7860.0,9.145000038912151,5.478545957279495,29.899422250505143
polarized_experiment,7890.0,8.835584038013351,5.069021538013351,29.615928692593293
polarized_experiment,7920.0,9.19015970358732,5.545857070343939,29.958073923639247
polarized_experiment,7950.0,8.985129670740845,5.281392610317503,29.668163408512825
polarized_experiment,7980.0,9.069193149073358,5.458526826759311,29.534011426606284
polarized_experiment,8010.0,8.996901111841323,5.244550725879433,29.35363904271785
polarized_experiment,8040.0,9.069292645443596,5.348981400895847,29.52826594830641
polarized_experiment,8070.0,9.160635619307639,5.5643411794817315,29.200358629849305
polarized_experiment,8100.0,9.048539219015101,5.344888722573412,29.95635790847649
polarized_experiment,8130.0,9.152816814392098,5.668328813077174,29.771605717453333
polarized_experiment,8160.0,9.158590141158035,5.596904172004533,29.4850587494347
polarized_experiment,8190.0,9.37205365147239,5.7887705409456895,30.026088961972327
polarized_experiment,8220.0,9.150289469954648,5.615860485507907,29.75647569444444
polarized_experiment,8250.0,6.932812499999999,3.434494036612425,25.916214316608993
polarized_experiment,8280.0,6.42810570987654,3.1827169339889663,25.42601529037541
polarized_experiment,8310.0,6.820232780612248,3.4966429280045386,25.600750358737248
polarized_experiment,8340.0,6.699198000521884,3.4489835034804632,27.51369477686321
polarized_experiment,8370.0,6.603140441838502,3.344398010422064,27.18238377374122
polarized_experiment,8400.0,6.537178537526888,3.243876383331879,27.521688869159544
polarized_experiment,8430.0,6.501760810258141,3.0291733312604063,27.567985477208268
polarized_experiment,8460.0,6.68832901574886,3.2805074594052215,27.576960775952944
polarized_experiment,8490.0,6.552128868097626,2.8820617193372966,27.076585004718954
polarized_experiment,8520.0,6.920298657545249,3.57686753509627,27.67472086913824
polarized_experiment,8550.0,6.790321546150776,3.0064727858201987,27.164546163497718
polarized_experiment,8580.0,6.444358324424811,2.962050172446182,27.659354370343188
polarized_experiment,8610.0,6.399572260619397,2.546071459472491,27.01836116368063
polarized_experiment,8640.0,6.623126264968795,3.058157444107117,27.806772310887187
polarized_experiment,8670.0,6.340182557397959,3.122662783216099,27.35867745535715
polarized_experiment,8700.0,6.375567602040816,2.884877054988661,27.722735589628115
polarized_experiment,8730.0,6.483179209183675,3.0576078711810175,27.550621152386576
polarized_experiment,8760.0,6.572265625,3.2235222573536597,27.77443399234695
polarized_experiment,8790.0,6.211791738754324,2.589521330591059,27.517322188730173
polarized_experiment,8820.0,6.92340738378685,3.3739990787981893,28.079124858276643
polarized_experiment,8850.0,7.378181689342407,3.899128389792475,28.184256306689342
polarized_experiment,8880.0,7.0193333831642315,3.498606342347905,28.056323179082593
polarized_experiment,8910.0,9.752511353806229,6.065302674038026,33.03497483383582
polarized_experiment,8940.0,6.984585856401384,3.6121737717328046,28.201422591095263
polarized_experiment,8970.0,7.094382747933886,3.636135777270621,28.67501032432453
mixed_experiment,30.0,0.02715692455513916,0.01886610822860851,0.09809958984439571
mixed_experiment,60.0,0.06968981513895059,0.04136950263895059,0.24093981513895082
mixed_experiment,90.0,0.12499999999999992,0.06502056745563226,0.3906249999999999
mixed_experiment,120.0,0.17979591836734735,0.0962696837994462,0.5116014739229029
mixed_experiment,150.0,0.27784722222222136,0.1755385487528337,0.6840972222222214
mixed_experiment,180.0,0.3280539119000653,0.181377569997237,0.928375453850178
mixed_experiment,210.0,0.390625,0.24196831597222196,1.1337500000000005
mixed_experiment,240.0,0.5367978395061731,0.36263768325617285,1.4499003064387026
mixed_experiment,270.0,0.5447222222222221,0.2901742803602927,1.737501417233561
mixed_experiment,300.0,0.6522569444444467,0.3858603395061756,1.974913194444448
mixed_experiment,330.0,0.691689873489844,0.42229019365655607,2.020098453371503
mixed_experiment,360.0,0.7013584183673474,0.40227421697845805,2.1746844474969453
mixed_experiment,390.0,0.8760647506925215,0.5402658994715926,2.4389712283199927
mixed_experiment,420.0,0.8633219954648517,0.5508219954648517,2.5093723426870724
mixed_experiment,450.0,0.9123318605489288,0.5320447594826079,2.766112724746458
mixed_experiment,480.0,0.930021626297576,0.456388813797576,2.5708636401864635
mixed_experiment,510.0,0.9065433673469399,0.4154280695266285,2.6170025510204087
mixed_experiment,540.0,1.0448407202216068,0.6801896729914197,3.041014189609361
mixed_experiment,570.0,1.0999275017313037,0.705782093568038,2.8660077566740694
mixed_experiment,600.0,1.1292925347222214,0.6631640624999984,2.8808642802843507
mixed_experiment,630.0,1.1237056551588513,0.6455806551588517,2.697805378150541
mixed_experiment,660.0,1.1846734233916196,0.7536991586857384,2.9642907703303942
mixed_experiment,690.0,1.1763237847222214,0.6748184951063761,3.0313259619704476
mixed_experiment,720.0,1.2680785327109214,0.7536901555578779,3.254291999579153
mixed_experiment,750.0,1.4005632716049337,0.6761687403549329,3.4800771604938237
mixed_experiment,780.0,1.3508142594063186,0.7327587038507628,3.6486658219063184
mixed_experiment,810.0,1.4898693786982227,0.8718138231426669,3.443031710628743
mixed_experiment,840.0,1.3978423550792873,0.83181531620001,3.6337474627145596
mixed_experiment,870.0,1.3658365536679933,0.7960732316725297,3.841363151432752
mixed_experiment,900.0,1.3687697683909832,0.8645239524175348,3.8980887569318874
mixed_experiment,930.0,1.2787602515179628,0.788043131336556,3.6110360479168513
mixed_experiment,960.0,1.3774635755733982,0.8085399644622874,4.011034968068886
mixed_experiment,990.0,1.4631452307162542,0.9739595308036406,4.023917305612921
mixed_experiment,1020.0,1.5789868336892114,0.9609312781336559,4.214266193890609
mixed_experiment,1050.0,1.5539708060000974,0.9608913943993251,4.172026361555654
mixed_experiment,1080.0,1.6763083910034602,0.974001045404348,4.372604556528494
mixed_experiment,1110.0,1.7109792489916253,1.02933573475346,4.665887887937908
mixed_experiment,1140.0,1.778472222222221,1.0402028007346178,4.645756172839505
mixed_experiment,1170.0,1.6395266439909284,0.7747508475920372,4.768432893990928
mixed_experiment,1200.0,1.7656249999999984,0.9492542215080089,4.876386194973856
mixed_experiment,1230.0,1.8125436718032575,1.144953644102428,4.708340860455689
mixed_experiment,1260.0,1.6007374885215806,1.04132390827467,4.306449002400321
mixed_experiment,1290.0,1.6098090277777783,0.9728568672839512,4.3920632810859095
mixed_experiment,1320.0,1.6937962735025283,1.0417901006630235,4.565603346901877
mixed_experiment,1350.0,1.7350224715925138,1.1350773129352345,4.577951619772223
mixed_experiment,1380.0,1.64453125,1.0386284722222219,4.829898756377551
mixed_experiment,1410.0,1.6588718820861672,1.0544882015306132,5.008027127832859
mixed_experiment,1440.0,1.9124999999999974,1.1286989795918352,5.577629869019525
mixed_experiment,1470.0,1.7656249999999984,1.1249999999999984,5.294174382716048
mixed_experiment,1500.0,1.8280547337278097,1.1279867416549478,5.708070165826575
mixed_experiment,1530.0,1.7682076446280959,0.8032076446280972,5.773030175492294
mixed_experiment,1560.0,1.782017746913579,0.8350655864197533,5.8076736111111105
mixed_experiment,1590.0,1.6892361111111118,0.7573350295888205,5.91185016396605
mixed_experiment,1620.0,1.913304995982552,0.9925391780813203,5.996312808482552
mixed_experiment,1650.0,1.8918821175746385,1.0411812955791715,5.959494000290689
mixed_experiment,1680.0,1.986653932997271,1.221098377441716,6.099935182997271
mixed_experiment,1710.0,1.822857890841521,0.8342390636810284,5.907601814452633
mixed_experiment,1740.0,1.9273025540689717,1.2118318750566255,6.732453300567949
mixed_experiment,1770.0,1.7795138888888888,0.7795138888888888,6.437174479166666
mixed_experiment,1800.0,2.3649808580456964,1.369417586440759,8.642351399883832
mixed_experiment,1830.0,2.1211419753086433,1.1149537037037056,8.09670438957476
mixed_experiment,1860.0,2.2241753472222214,1.1358342978395053,7.969997776056015
mixed_experiment,1890.0,2.534722222222222,1.593310228100684,8.40357709750567
mixed_experiment,1920.0,2.451388888888889,1.1018655489809337,8.194861111111111
mixed_experiment,1950.0,2.5329221455975666,1.1127832567086768,9.199057349679201
mixed_experiment,1980.0,3.185522101762796,1.7653832128739064,11.10308339711427
mixed_experiment,2010.0,3.185754468421752,1.765615579532862,10.412120634722989
mixed_experiment,2040.0,3.3146761308690142,1.9639508678841366,10.541042297170252
mixed_experiment,2070.0,4.2578104791062525,2.8281735407741526,11.792655062540069
mixed_experiment,2100.0,4.779053699669169,3.5434193161311773,13.284833279932275
mixed_experiment,2130.0,4.822778827977316,3.8755132029773156,13.112128552242023
