architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,speed,orientational_persistence_time,active_diffusivity,mobile_fraction,local_depletion_probability,receptor_contrast,persistence_length,diffusivity_shift
polarized,38.373694474524115,10.0,4.0,16.0,0.5068795365949753,0.1267198841487438,0.088039203559251,142.19559385817547,0.3771779508387027,1.0,0.9942906620285727,0.9600931916020836,12.518786832908496,0.3771779508387027
polarized,36.03484755118287,10.0,4.0,16.0,0.5353752855144679,0.1338438213786169,0.0911385314178797,134.78241567253374,0.3834802191230705,1.0,0.9917209211316402,0.9554732619207909,12.28387142534894,0.3834802191230705
polarized,33.83855153428233,10.0,4.0,16.0,0.5652137964829402,0.141303449120735,0.0941405978534154,128.4016070477562,0.3901329662081843,1.0,0.9884563473927372,0.9508282967032204,12.087804052815091,0.3901329662081843
polarized,31.776118056608645,10.0,4.0,16.0,0.596429036742263,0.1491072591855657,0.0970226374544307,122.97551690019309,0.3972071857113601,1.0,0.9844745022478252,0.9462253477937193,11.931408991978657,0.3972071857113601
polarized,29.83938830019264,10.0,4.0,16.0,0.6290524867653968,0.1572631216913492,0.0997618827422049,118.4359417608752,0.4047688128453727,1.0,0.97979944886606,0.941731585578717,11.81539253441104,0.4047688128453727
polarized,28.020700720694048,10.0,4.0,16.0,0.663112713816142,0.1657781784540355,0.1023359251764398,114.7237940088379,0.4128769187882054,1.0,0.9745043226954851,0.9374127166367472,11.740365599645733,0.4128769187882054
polarized,26.312860738959433,10.0,4.0,16.0,0.6986349276970933,0.1746587319242733,0.1047231132273323,111.7887160101835,0.4215819743954456,1.0,0.9687088383839788,0.933331530656642,11.706862364272546,0.4215819743954456
polarized,24.709112279856043,10.0,4.0,16.0,0.7356405225733783,0.1839101306433445,0.106902977525331,109.58866123161116,0.4309242086951606,1.0,0.9625723770957038,0.9295465955223062,11.71535418867404,0.4309242086951606
polarized,23.203111045791875,10.0,4.0,16.0,0.7741466095710378,0.1935366523927594,0.1088566688511031,108.08945703954666,0.4409320870668661,1.0,0.956283846541242,0.9261111141771504,11.766258231249466,0.4409320870668661
polarized,21.78889941919376,10.0,4.0,16.0,0.8141655456751237,0.2035413864187809,0.1105673911126752,107.26435830014448,0.4516209345037223,1.0,0.9500497371849916,0.9230719536909971,11.859940256622204,0.4516209345037223
polarized,20.46088289466012,10.0,4.0,16.0,0.8557044652708743,0.2139261163177185,0.112020808951425,107.09359594436911,0.4629917294561094,1.0,0.9440817426391904,0.9204688549196912,11.996711251205284,0.4629917294561094
polarized,19.213807947555622,10.0,4.0,16.0,0.8987648214548392,0.2246912053637098,0.1132054086376486,107.56392022003448,0.4750300921273566,1.0,0.938585056298154,0.9183338294343892,12.176817543176435,0.4750300921273566
polarized,18.042741251497876,10.0,4.0,16.0,0.9433419449609468,0.2358354862402367,0.1141127917414907,108.66813427891068,0.4877054867914813,1.0,0.9337481040849755,0.9166907483627956,12.40042417590568,0.4877054867914813
polarized,16.943050162522237,10.0,4.0,16.0,0.9894246291656652,0.2473561572914163,0.1147378837834901,110.40460990968134,0.5009706503833634,1.0,0.9297341178525446,0.9155551250345616,12.66759130097858,0.5009706503833634
polarized,15.910384392721523,10.0,4.0,16.0,1.0369947501210584,0.2592486875302646,0.1150790445353693,112.776773513897,0.5147612496615611,1.0,0.9266746611162368,0.9149340897210994,12.978243341761011,0.5147612496615611
polarized,14.940658800863334,10.0,4.0,16.0,1.0860269308784225,0.2715067327196056,0.1151380724759259,115.79254675142349,0.5289957577944993,1.0,0.924665022577955,0.914826550404478,13.332130640037438,0.5289957577944993
polarized,14.030037231905734,10.0,4.0,16.0,1.1364882594731456,0.2841220648682864,0.1149201025353513,119.46372262143618,0.5435755300286698,1.0,0.9237613002577668,0.9152235286852806,13.728783252910214,0.5435755300286698
polarized,13.17491734148208,10.0,4.0,16.0,1.1883380698110535,0.2970845174527634,0.1144334029958988,123.80525413110902,0.5583850493095837,1.0,0.9239789971893484,0.9161086550483496,14.16745653899487,0.5583850493095837
polarized,12.371916345321608,10.0,4.0,16.0,1.241527794300567,0.3103819485751417,0.1136890835576344,128.83442927025612,0.5732923085713116,1.0,0.9252930133088274,0.917458803193714,14.647068194406287,0.5732923085713116
polarized,11.617857637231843,10.0,4.0,16.0,1.296000896393231,0.3240002240983077,0.1127007315176535,134.56990302289512,0.588149298866804,1.0,0.9276390149284643,0.9192448394230732,15.166126510939977,0.588149298866804
polarized,10.909758222704642,10.0,4.0,16.0,1.351692890216807,0.3379232225542017,0.1114839963298385,141.03055504908536,0.6027925831156955,1.0,0.9309162567962996,0.9214324604584068,15.72264988148732,0.6027925831156955
polarized,10.24481691843409,10.0,4.0,16.0,1.4085314532104536,0.3521328633026134,0.1100561442770682,148.23414112996082,0.6170439543524495,1.0,0.9349919851440326,0.9239830918116496,16.314078022986262,0.6170439543524495
polarized,9.62040327106476,10.0,4.0,16.0,1.4664366361135526,0.3666091590283881,0.1084356047280106,156.19570842265898,0.6307112057507712,1.0,0.9397075299267476,0.9268548188025952,16.937176098731044,0.6307112057507712
polarized,9.034047151333576,10.0,4.0,16.0,1.5253211728453206,0.3813302932113301,0.1066415275444621,164.92575025491757,0.6435890745280718,1.0,0.9448860782747622,0.9300033237368492,17.587933938600877,0.6435890745280718
polarized,8.48342898244072,10.0,4.0,16.0,1.5850908907819794,0.3962727226954948,0.1046933682303008,174.42808712365874,0.6554604628858652,1.0,0.9503419074260204,0.9333828050529562,18.261463954944197,0.6554604628858652
polarized,7.96637056399373,10.0,4.0,16.0,1.6456452197461022,0.4114113049365255,0.1026105136468944,184.69747847312505,0.6660980810818652,1.0,0.9558905724938944,0.9369468574662112,18.95190313541359,0.6660980810818652
polarized,7.480826455225086,10.0,4.0,16.0,1.706877795734584,0.426719448933646,0.1004119571149294,195.7169964429757,0.6752666966457305,1.0,0.9613592537977168,0.9406492957841234,19.65232665349488,0.6752666966457305
polarized,7.024875883396023,10.0,4.0,16.0,1.768677153103,0.4421692882757499,0.0981160278330777,207.45522945596872,0.682726202546773,1.0,0.9665962556377374,0.94444490891481,20.354683067419355,0.682726202546773
polarized,6.596715145376838,10.0,4.0,16.0,1.830927496676608,0.457731874169152,0.0957401759854171,219.8634306785139,0.688235726031784,1.0,0.9714785994817018,0.9482901345053802,21.04976354591848,0.688235726031784
polarized,6.194650472344998,10.0,4.0,16.0,1.8935095431561857,0.4733773857890464,0.0933008121352623,232.87278272895017,0.6915589822030503,1.0,0.9759168236201208,0.9521436479852908,21.72721975280954,0.6915589822030503
