architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,speed,orientational_persistence_time,active_diffusivity,mobile_fraction,local_depletion_probability,receptor_contrast,persistence_length,diffusivity_shift
polarized,100.0,1.4166432746690207,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0331514125494238,397.5347811032656,0.1747199027599466,1.0,0.2268301937779744,0.5311226832120831,13.178839531099264,0.1747199027599466
polarized,100.0,1.530643140556358,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0341985178464807,397.5347811032656,0.1859314567111383,1.0,0.2433862784085396,0.5476538509657685,13.59510030615683,0.1859314567111383
polarized,100.0,1.6538167833956732,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0352653354551178,397.5347811032656,0.1977125975977682,1.0,0.2609817742472406,0.5644809754803473,14.019197410683518,0.1977125975977682
polarized,100.0,1.7869024337358286,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0363508518084296,397.5347811032656,0.2100716698145748,1.0,0.2796506966524218,0.5815872528974538,14.450727916581313,0.2100716698145748
polarized,100.0,1.9306977288832496,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0374538682931169,397.5347811032656,0.2230137606586284,1.0,0.2994218632578331,0.59895301365096,14.889215333374796,0.2230137606586284
polarized,100.0,2.0860644934719565,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0385729836769341,397.5347811032656,0.2365400968427207,1.0,0.3203173980626775,0.616555462566319,15.33410262250986,0.2365400968427207
polarized,100.0,2.253933904734791,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0397065756057143,397.5347811032656,0.2506473811956298,1.0,0.3423510384126573,0.6343684063680979,15.784744841777917,0.2506473811956298
polarized,100.0,2.435312073433415,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0408527813088002,397.5347811032656,0.2653270703374069,1.0,0.3655262496279031,0.6523619707180006,16.240401475053492,0.2653270703374069
polarized,100.0,2.631286073895942,10.0,10.0,0.5274619862312134,0.0527461986231213,0.042009477720654,397.5347811032656,0.280564596375489,1.0,0.3898341639908648,0.6705023101106858,16.700228529942706,0.280564596375489
polarized,100.0,2.8430304593026623,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0431742613328243,397.5347811032656,0.2963385389026986,1.0,0.4152513765813668,0.6887513154018404,17.1632705282395,0.2963385389026986
polarized,100.0,3.0718143012686965,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0443444282198216,397.5347811032656,0.3126197577479354,1.0,0.4417376504031442,0.7070663257413112,17.628452565516273,0.3126197577479354
polarized,100.0,3.319008795914677,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0455169548551279,397.5347811032656,0.3293705024247533,1.0,0.4692336074663121,0.725399854237206,18.09457268482051,0.3293705024247533
polarized,100.0,3.586095482011829,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0466884805545509,397.5347811032656,0.3465435212635578,1.0,0.4976585105859289,0.7436993399739904,18.56029489729748,0.3465435212635578
polarized,100.0,3.874675120456128,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0478552926652338,397.5347811032656,0.3640812021064631,1.0,0.5269082715594648,0.761906943200662,19.024143294306462,0.3640812021064631
polarized,100.0,4.186477288289951,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0490133159708398,397.5347811032656,0.3819147874703891,1.0,0.5568538531154491,0.7799594057650192,19.48449783561301,0.3819147874703891
polarized,100.0,4.523370744772101,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0501581082167533,397.5347811032656,0.3999637204615691,1.0,0.5873402614815539,0.7977880053488188,19.93959257050096,0.3999637204615691
polarized,100.0,4.887374631624422,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0512848641794963,397.5347811032656,0.4181351935141053,1.0,0.6181863492569674,0.815318639845939,20.387517255506793,0.4181351935141053
polarized,100.0,5.280670574582637,10.0,10.0,0.5274619862312134,0.0527461986231213,0.052388431305859,397.5347811032656,0.4363239899340022,1.0,0.6491856589383063,0.8324720872860281,20.826223571518145,0.4363239899340022
polarized,100.0,5.705615758781021,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0534633406184763,397.5347811032656,0.4544127276312574,1.0,0.6801085294849667,0.8491644966567606,21.253537409815323,0.4544127276312574
polarized,100.0,6.164757056337161,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0545038572460281,397.5347811032656,0.4722726331880593,1.0,0.7107056550214478,0.8653081752026044,21.667178959583445,0.4722726331880593
polarized,100.0,6.660846290809154,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0555040555297513,397.5347811032656,0.4897649902195694,1.0,0.7407132203092954,0.8808127464803825,22.0647925653632,0.4897649902195694
polarized,100.0,7.196856730011521,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0564579239643776,397.5347811032656,0.5067434132007925,1.0,0.7698596384618343,0.8955867582818934,22.4439884447237,0.5067434132007925
polarized,100.0,7.7760009060380355,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0573595050052491,397.5347811032656,0.5230570896575848,1.0,0.7978737830910559,0.9095398161857482,22.802398266453405,0.5230570896575848
polarized,100.0,8.401749869294335,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0582030736154753,397.5347811032656,0.5385550997100882,1.0,0.8244944460348138,0.922585301127582,23.137746129265256,0.5385550997100882
