architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,probability_of_at_least_one_attachment,relative_mobility,attachment_lifetime,attachment_friction
polarized,55.962764453195526,10.0,10.0,10.0,0.9049616665515978,0.0904961666551597,0.612701924891814,0.8204251949675049,0.024186678478425,0.0218880168641831
polarized,52.55187735318167,10.0,10.0,10.0,0.9580709433660708,0.095807094336607,0.6347325672933337,0.8020753103019361,0.0257565182970827,0.0246765717827115
polarized,49.34888117711905,10.0,10.0,10.0,1.0139495579962885,0.1013949557996288,0.6566883657467578,0.7824061227709982,0.027428248793224,0.0278108607405017
polarized,46.34110513439105,10.0,10.0,10.0,1.072700598127403,0.1072700598127402,0.678485175023827,0.761429297056644,0.0292084831958132,0.031331957394543
polarized,43.51665070924416,10.0,10.0,10.0,1.134426079753488,0.1134426079753488,0.7000364031340691,0.739177581458634,0.0311042639663842,0.0352854882350029
polarized,40.86434459123405,10.0,10.0,10.0,1.1992262530808735,0.1199226253080873,0.7212540529065732,0.7157064944281609,0.0331230906584423,0.0397220799007819
polarized,38.373694474524115,10.0,10.0,10.0,1.2671988414874382,0.1267198841487438,0.7420498908118383,0.6910953156766265,0.0352729495850831,0.0446978408500622
polarized,36.03484755118287,10.0,10.0,10.0,1.3384382137861697,0.1338438213786169,0.7623367251164244,0.6654472191144607,0.0375623454121937,0.0502748784991156
polarized,33.83855153428233,10.0,10.0,10.0,1.4130344912073505,0.141303449120735,0.7820297688531996,0.6388884251777209,0.0400003348022142,0.0565218527353704
polarized,31.776118056608645,10.0,10.0,10.0,1.4910725918556575,0.1491072591855657,0.8010480565223432,0.6115663097269387,0.0425965622415532,0.0635145664656536
polarized,29.83938830019264,10.0,10.0,10.0,1.572631216913492,0.1572631216913492,0.8193158773001421,0.5836464815328649,0.045361298193386,0.0713365935786405
polarized,28.020700720694048,10.0,10.0,10.0,1.657781784540355,0.1657781784540355,0.8367641822642831,0.5553089231662269,0.0483054797267663,0.0800799443845166
polarized,26.312860738959433,10.0,10.0,10.0,1.7465873192427337,0.1746587319242733,0.8533319192149909,0.5267433713280962,0.0514407537827755,0.0898457682492834
polarized,24.709112279856043,10.0,10.0,10.0,1.8391013064334456,0.1839101306433445,0.8689672465463024,0.4981441818514626,0.0547795232488683,0.1007450927727951
polarized,23.203111045791875,10.0,10.0,10.0,1.9353665239275943,0.1935366523927594,0.8836285777213779,0.4697049722735106,0.0583349960236799,0.1128995984776795
polarized,21.78889941919376,10.0,10.0,10.0,2.035413864187809,0.2035413864187809,0.8972854105595196,0.441613354278075,0.0621212372663914,0.1264424275925134
polarized,20.46088289466012,10.0,10.0,10.0,2.139261163177186,0.2139261163177185,0.9099189009414138,0.4140460567919542,0.0661532250373479,0.141519025141319
polarized,19.213807947555622,10.0,10.0,10.0,2.246912053637098,0.2246912053637098,0.9215221486920115,0.3871647000528691,0.0704469095500391,0.1582880102094652
polarized,18.042741251497876,10.0,10.0,10.0,2.358354862402367,0.2358354862402367,0.932100174100958,0.3611124176847748,0.0750192762688377,0.1769220749625198
polarized,16.943050162522237,10.0,10.0,10.0,2.473561572914163,0.2473561572914163,0.9416695763498678,0.3360114467444515,0.0798884131021056,0.1976089087704607
polarized,15.910384392721523,10.0,10.0,10.0,2.592486875302646,0.2592486875302646,0.9502578793681608,0.3119617250009496,0.0850735819564786,0.2205521446571549
polarized,14.940658800863334,10.0,10.0,10.0,2.7150673271960564,0.2715067327196056,0.957902585472726,0.2890404598691568,0.0905952949353919,0.2459723252767731
polarized,14.030037231905734,10.0,10.0,10.0,2.8412206486828637,0.2841220648682864,0.9646499715611976,0.2673025718316857,0.0964753954832817,0.2741078857369456
polarized,13.17491734148208,10.0,10.0,10.0,2.970845174527634,0.2970845174527634,0.970553675567396,0.2467818713221293,0.1027371447964628,0.3052161508633184
polarized,12.371916345321608,10.0,10.0,10.0,3.1038194857514174,0.3103819485751417,0.9756731313362332,0.2274928033199193,0.1094053138425167,0.3395743449491528
polarized,11.617857637231843,10.0,10.0,10.0,3.2400022409830775,0.3240002240983077,0.9800719171677756,0.2094325870968101,0.1165062813522116,0.3774806126697705
polarized,10.909758222704642,10.0,10.0,10.0,3.3792322255420175,0.3379232225542017,0.9838160863970158,0.1925835865640458,0.1240681381716004,0.4192550506724719
polarized,10.24481691843409,10.0,10.0,10.0,3.521328633026134,0.3521328633026134,0.986972547223995,0.1769157654202821,0.132120798387109,0.4652407503787999
polarized,9.62040327106476,10.0,10.0,10.0,3.6660915902838815,0.3666091590283881,0.9896075536667368,0.1623891065342024,0.1406961176632116,0.5158048537506917
polarized,9.034047151333576,10.0,10.0,10.0,3.8133029321133014,0.3813302932113301,0.9917853604315088,0.1489559028727943,0.1498280192608322,0.5713396251600599
polarized,8.48342898244072,10.0,10.0,10.0,3.962727226954948,0.3962727226954948,0.9935670824707143,0.1365628547454683,0.1595526282349864,0.6322635440390016
polarized,7.96637056399373,10.0,10.0,10.0,4.114113049365256,0.4114113049365255,0.995009786070592,0.1251529330288863,0.1699084143425416,0.6990224246436092
polarized,7.480826455225086,10.0,10.0,10.0,4.26719448933646,0.426719448933646,0.996165823660256,0.114666989101143,0.1809363442254252,0.7720905709994195
polarized,7.024875883396023,10.0,10.0,10.0,4.421692882757499,0.4421692882757499,0.997082410351358,0.1050451089213372,0.1926800434713058,0.8519719768664789
polarized,6.596715145376838,10.0,10.0,10.0,4.57731874169152,0.457731874169152,0.9978014275763816,0.0962277210711042,0.2051859691928461,0.9392015823185538
polarized,6.194650472344998,10.0,10.0,10.0,4.733773857890464,0.4733773857890464,0.9983594289397856,0.0881564770240459,0.2185035938082368,1.034346600224548
polarized,5.817091329374358,10.0,10.0,10.0,4.890753548281675,0.4890753548281675,0.9987878160763926,0.0807749270247031,0.2326856007500318,1.1380079275022716
polarized,5.462544123409224,10.0,10.0,10.0,5.047949007235964,0.5047949007235963,0.9991131481405005,0.0740290174125987,0.2477880928764944,1.2508216574407929
polarized,5.129606294732514,10.0,10.0,10.0,5.205049727425015,0.5205049727425015,0.9993575474229476,0.0678674356766126,0.2638708144099109,1.3734607106197236
polarized,4.816960768554367,10.0,10.0,10.0,5.361745949126436,0.5361745949126436,0.9995391651384647,0.0622418285601048,0.2809973872798413,1.5066366029628018
polarized,4.523370744772102,10.0,10.0,10.0,5.517731097021202,0.5517731097021202,0.999672675077012,0.0571069166525873,0.2992355628062649,1.6511013702307693
polarized,4.247674805290287,10.0,10.0,10.0,5.672704163886305,0.5672704163886305,0.9997697679035624,0.0524205264921847,0.3186574897182534,1.8076496687782937
polarized,3.988782319545844,10.0,10.0,10.0,5.826372002099356,0.5826372002099356,0.9998396247409208,0.0481435585606351,0.3393399995684364,1.9771210726779456
polarized,3.745669130062843,10.0,10.0,10.0,5.978451486476124,0.5978451486476124,0.999889354661607,0.0442399068903832,0.3613649106723328,2.16040258736932
polarized,3.517373500969382,10.0,10.0,10.0,6.12867151554489,0.612867151554489,0.9999243863452132,0.0406763434627324,0.3848193517749073,2.3584313998533233
polarized,3.302992313449222,10.0,10.0,10.0,6.276774822771984,0.6276774822771984,0.999948809069074,0.0374223782435244,0.4097961067247522,2.572197885159906
polarized,3.101677493077699,10.0,10.0,10.0,6.422519574309856,0.6422519574309856,0.9999656621845782,0.0344501036238288,0.4363939815193953,2.8027488884193295
polarized,2.912632654908738,10.0,10.0,10.0,6.565680735340974,0.6565680735340974,0.9999771752168451,0.0317340302237786,0.4647181951737353,3.0511913014146215
polarized,2.735109953041209,10.0,10.0,10.0,6.706051192827822,0.6706051192827822,0.9999849627488576,0.0292509194742243,0.4948807959578509,3.3186959520407284
polarized,2.5684071222017817,10.0,10.0,10.0,6.843442628243174,0.6843442628243175,0.9999901794260064,0.0269796170970823,0.5270011046507815,3.606501824698401
polarized,2.411864699640997,10.0,10.0,10.0,6.97768613944992,0.697768613944992,0.99999364090038,0.0249008905377567,0.5612061865637605,3.9159206293594977
polarized,2.2648634163526316,10.0,10.0,10.0,7.10863261615112,0.710863261615112,0.9999959164979644,0.0229972725352644,0.597631354200182,4.248341736901977
polarized,2.1268217472962094,10.0,10.0,10.0,7.236152878091602,0.7236152878091602,0.9999973990010904,0.0212529123205138,0.6364207025407851,4.605237498367582
polarized,1.99719361093156,10.0,10.0,10.0,7.360137589347225,0.7360137589347225,0.9999983563364634,0.0196534353844623,0.6777276790715997,4.988168966075934
polarized,1.8754662089649552,10.0,10.0,10.0,7.480496965506536,0.7480496965506537,0.9999989692606468,0.0181858123315823,0.721715690809637,5.398792035059944
polarized,1.7611579977610468,10.0,10.0,10.0,7.597160293286159,0.7597160293286158,0.9999993584241617,0.0168382370087,0.7685587507276694,5.838864024085865
polarized,1.6538167833956727,10.0,10.0,10.0,7.710075284113032,0.7710075284113033,0.999999603528434,0.0156000138561049,0.8184421661353031,6.310250716595732
polarized,1.553017932813719,10.0,10.0,10.0,7.819207284470389,0.7819207284470389,0.9999997566990088,0.0144614542507844,0.8715632717395217,6.814933883262513
polarized,1.4583626940155214,10.0,10.0,10.0,7.924538366381854,0.7924538366381854,0.99999985169797,0.0134137814871786,0.9281322102846302,7.355019309475343
polarized,1.3694766186266034,10.0,10.0,10.0,8.026066321361608,0.8026066321361608,0.9999999101898196,0.0124490439576898,0.9883727638597448,7.932745352965788
polarized,1.2860080806105665,10.0,10.0,10.0,8.123803580564369,0.8123803580564368,0.9999999459515768,0.0115600360440436,1.052523239162415,8.550492058934834
polarized,1.2076268852652798,10.0,10.0,10.0,8.217776082813069,0.821777608281307,0.9999999676687368,0.0107402262039302,1.1208374102204075,9.21079086243141
polarized,1.1340229629996768,10.0,10.0,10.0,8.308022110754692,0.8308022110754691,0.9999999807714368,0.0099836917290611,1.1935855223009797,9.916334910353228
polarized,1.0649051427238374,10.0,10.0,10.0,8.39459111368549,0.8394591113685489,0.9999999886274822,0.0092850596560068,1.2710553609790312,10.669990038276875
polarized,1.0,10.0,10.0,10.0,8.477542533682303,0.8477542533682303,0.9999999933096062,0.0086394533260853,1.3535533905932735,11.474806440364372
polarized,1778.2794100389228,10.0,16.0,4.0,0.0499444240949681,0.0031215265059355,0.0487920141766137,0.9996199879813484,0.0007611590073821,3.801564826839716e-05
polarized,1669.8946588711192,10.0,16.0,4.0,0.053175300587126,0.0033234562866953,0.0518701938196447,0.999569166842084,0.0008105621413917,4.310188551305258e-05
polarized,1568.115874245688,10.0,16.0,4.0,0.0566144387942309,0.0035384024246394,0.0551365299212556,0.9995115588250072,0.0008631717928653,4.886798663608225e-05
polarized,1472.5404276241222,10.0,16.0,4.0,0.0602751641991858,0.0037671977624491,0.0586017268661195,0.9994462598507374,0.0009191960812764,5.5404694730187576e-05
polarized,1382.790230365145,10.0,16.0,4.0,0.0641716416934988,0.0040107276058436,0.0622769920758313,0.9993722459507416,0.0009788566341229,6.281483719423986e-05
polarized,1298.51023803699,10.0,16.0,4.0,0.0683189266888055,0.0042699329180503,0.0661740450409508,0.9992883575022076,0.0010423894636668,7.121492934943793e-05
polarized,1219.3670458907095,10.0,16.0,4.0,0.0727330191033301,0.0045458136939581,0.0703051241852036,0.9991932814233696,0.0011100459005799,8.073698969245523e-05
polarized,1145.0475699382812,10.0,16.0,4.0,0.0774309203524768,0.0048394325220298,0.0746829911318317,0.9990855310740834,0.0011820935881871,9.153059447608968e-05
polarized,1075.257808417991,10.0,16.0,4.0,0.0824306934738236,0.0051519183421139,0.0793209318903526,0.9989634235768132,0.0012588175412413,0.0001037652028815
polarized,1009.72167874753,10.0,16.0,4.0,0.0877515265170338,0.0054844704073146,0.0842327544265282,0.9988250542407444,0.0013405212734188,0.000117632788071
polarized,948.1799253639082,10.0,16.0,4.0,0.0934137993284578,0.0058383624580286,0.0894327820191319,0.9986682677364088,0.0014275279979944,0.0001333508139404
polarized,890.3890941296735,10.0,16.0,4.0,0.099439153858282,0.0062149471161426,0.0949358417445107,0.998490625629983,0.0015201819064465,0.0001511656024877
polarized,836.1205692482771,10.0,16.0,4.0,0.1058505681147917,0.0066156605071744,0.1007572473642933,0.9982893698453622,0.0016188495300506,0.0001713561424482
polarized,785.159668878704,10.0,16.0,4.0,0.1126724338854174,0.0070420271178385,0.1069127758236481,0.998061381578465,0.001723921189847,0.0001942383962867
polarized,737.3047958716827,10.0,16.0,4.0,0.119930638337478,0.0074956648960923,0.1134186364978927,0.9978031351423255,0.0018358125407186,0.0002201701698763
polarized,692.3666402678728,10.0,16.0,4.0,0.1276526496026161,0.0079782906001635,0.1202914322554614,0.997510646174039,0.0019549662156882,0.0002495566173162
polarized,650.1674304031648,10.0,16.0,4.0,0.135867606437532,0.0084917254023457,0.1275481113362361,0.9971794135864304,0.0020818535769377,0.0002828564624519
polarized,610.5402296585327,10.0,16.0,4.0,0.1446064120393923,0.009037900752462,0.1352059089784812,0.9968043545997706,0.002216976580479,0.0003205890288784
polarized,573.3282760724394,10.0,16.0,4.0,0.1539018320768148,0.0096188645048009,0.1432822776668072,0.9963797321437748,0.0023608697618504,0.0003633421816435
polarized,538.3843622033489,10.0,16.0,4.0,0.1637885969761819,0.0102367873110113,0.1517948048210203,0.9958990738800028,0.0025141023506957,0.0004117812966749
polarized,505.570252789143,10.0,16.0,4.0,0.1743035084776993,0.0108939692798562,0.160761116704464,0.995355082062966,0.0026772805225899,0.0004666593882664
polarized,474.7561378997421,10.0,16.0,4.0,0.1854855504455844,0.011592846902849,0.1701987673048136,0.99473953343908,0.0028510497970204,0.0005288285409481
polarized,445.8201194196514,10.0,16.0,4.0,0.1973760038814275,0.0123360002425892,0.1801251109347357,0.99404316838178,0.0030360975910088,0.0005992528099073
polarized,418.6477288289951,10.0,16.0,4.0,0.2100185660484957,0.0131261603780309,0.1905571573202009,0.9932555684858578,0.0032331559384767,0.00067902277401
polarized,393.1314743754256,10.0,16.0,4.0,0.2234594735668388,0.0139662170979274,0.2015114079965517,0.9923650219035908,0.003443004386112,0.0007693719476089
polarized,369.1704158455517,10.0,16.0,4.0,0.2377476292837772,0.014859226830236,0.2130036729240145,0.9913583758109876,0.0036664730771914,0.000871695281935
polarized,346.66976525371945,10.0,16.0,4.0,0.2529347326608829,0.0158084207913051,0.2250488663730615,0.9902208755587016,0.0039044460355596,0.0009875700141931
polarized,325.5405118685032,10.0,16.0,4.0,0.269075413346084,0.0168172133341302,0.2376607813245195,0.9889359903062348,0.0041578646627551,0.0011187791527679
polarized,305.6990700935378,10.0,16.0,4.0,0.2862273675171117,0.0178892104698194,0.2508518418889836,0.9874852252809304,0.0044277314621176,0.0012673379204746
polarized,287.0669488097448,10.0,16.0,4.0,0.3044514964892472,0.0190282185305779,0.2646328335845818,0.985847921269801,0.0047151140046092,0.0014355235148206
polarized,269.57044087089156,10.0,16.0,4.0,0.3238120469752488,0.020238252935953,0.2790126117314548,0.984001042571462,0.0050211491520375,0.0016259085850893
polarized,253.1403315241567,10.0,16.0,4.0,0.3443767522674648,0.0215235470167165,0.2939977887350443,0.9819189554403864,0.0053470475543882,0.0018413988709999
polarized,237.7116246022335,10.0,16.0,4.0,0.3662169734804925,0.0228885608425307,0.3095924016476002,0.9795732000829868,0.0056940984390569,0.0020852754970514
polarized,223.22328540381503,10.0,16.0,4.0,0.3894078398463511,0.0243379899903969,0.32579756212552,0.9769322605537069,0.0060636747109275,0.0023612424707132
polarized,209.61799924531277,10.0,16.0,4.0,0.4140283868921311,0.0258767741807581,0.3426110917448606,0.973961338488741,0.0064572383834712,0.0026734799916865
polarized,196.84194472866113,10.0,16.0,4.0,0.4401616911515892,0.0275101056969743,0.3600271466005502,0.9706221385415298,0.0068763463623522,0.003026704243797
polarized,184.8445808282741,10.0,16.0,4.0,0.467894999866524,0.0292434374916577,0.3780358361942786,0.9668726756759434,0.0073226566044192,0.0034262344109473
polarized,173.5784469548853,10.0,16.0,4.0,0.4973198539204483,0.031082490870028,0.3966228428036978,0.9626671171426116,0.0077979346764467,0.0038780677341716
polarized,162.99897520534324,10.0,16.0,4.0,0.528532202015781,0.0330332626259863,0.4157690488060139,0.9579556749980788,0.0083040607395726,0.0043889635083591
polarized,153.06431405563595,10.0,16.0,4.0,0.5616325038565505,0.0351020314910344,0.4354501807781075,0.9526845683732952,0.008843036987062,0.0049665370047397
polarized,143.73516279968806,10.0,16.0,4.0,0.5967258198318299,0.0372953637394893,0.4556364805780182,0.9467960782498792,0.0094169955648195,0.0056193643987696
polarized,134.97461607898632,10.0,16.0,4.0,0.6339218844116759,0.0396201177757297,0.4762924149821341,0.9402287210771396,0.0100282070059838,0.0063570998825036
polarized,126.74801788800204,10.0,16.0,4.0,0.6733351601687431,0.0420834475105464,0.4973764367481461,0.9329175708812384,0.0106790892129714,0.0071906062456724
polarized,119.02282447787157,10.0,16.0,4.0,0.7150848690270895,0.044692804314193,0.5188408111210124,0.9247947621843082,0.0113722170224999,0.008132100320082
polarized,111.76847561598989,10.0,16.0,4.0,0.7592949970180707,0.0474559373136294,0.5406315227083945,0.9157902075365482,0.0121103323914317,0.00919531479704
polarized,104.95627369223337,10.0,16.0,4.0,0.8060942684955353,0.0503808917809709,0.56268827821984,0.905832563100167,0.0128963552437307,0.0103956780464537
polarized,98.55927019356292,10.0,16.0,4.0,0.855616085433975,0.0534760053396234,0.5849446206754101,0.8948504727166148,0.0137333950214424,0.0117505136879649
polarized,92.55215909791352,10.0,16.0,4.0,0.9079984271101182,0.0567499016943823,0.6073281702208495,0.8827741143609,0.0146247629853919,0.0132792617875941
polarized,86.9111767656428,10.0,16.0,4.0,0.9633837051586244,0.060211481572414,0.629761005511869,0.8695370619616565,0.0155739853142611,0.0150037236761388
polarized,81.6140079325183,10.0,16.0,4.0,1.021918568705315,0.0638699105440821,0.6521601976284903,0.8550784594977952,0.0165848170538621,0.0169483325059223
polarized,76.63969743235928,10.0,16.0,4.0,1.083753654027937,0.067734603376746,0.6744385055458745,0.8393454826444151,0.0176612569717918,0.0191404517779058
polarized,71.96856730011521,10.0,16.0,4.0,1.149043272987685,0.0718152045617303,0.696505238242158,0.8222960361533544,0.0188075633762283,0.0216107041787447
polarized,67.58213892744703,10.0,16.0,4.0,1.2179450343294684,0.0761215646455917,0.7182672835297741,0.8039016035401086,0.02002827096145,0.0243933331637032
polarized,63.46305996286578,10.0,16.0,4.0,1.2906193918818862,0.0806637119926178,0.7396302976751628,0.7841501314610411,0.0213282087467147,0.0275265998026148
polarized,59.59503566725067,10.0,16.0,4.0,1.3672291137176968,0.085451819607356,0.7605000429161146,0.7630487975191529,0.022712519179464,0.0310532174680347
polarized,55.962764453195526,10.0,16.0,4.0,1.4479386664825564,0.0904961666551597,0.7807838522771581,0.7406264813710403,0.024186678478425,0.035020826982693
polarized,52.55187735318167,10.0,16.0,4.0,1.5329135093857134,0.095807094336607,0.8003921929005466,0.7169357399804829,0.0257565182970827,0.0394825148523385
polarized,49.34888117711905,10.0,16.0,4.0,1.6223192927940615,0.1013949557996288,0.819240290836412,0.6920540839444196,0.027428248793224,0.0444973771848028
polarized,46.34110513439105,10.0,16.0,4.0,1.716320957003845,0.1072700598127402,0.8372497723537777,0.666084367580664,0.0292084831958132,0.0501311318312688
polarized,43.51665070924416,10.0,16.0,4.0,1.8150817276055808,0.1134426079753488,0.8543502699144813,0.6391541437088996,0.0311042639663842,0.0564567811760047
polarized,40.86434459123405,10.0,16.0,4.0,1.9187620049293976,0.1199226253080873,0.870480935624375,0.6114138947345166,0.0331230906584423,0.063555327841251
polarized,38.373694474524115,10.0,16.0,4.0,2.0275181463799012,0.1267198841487438,0.8855918018895474,0.583034131139067,0.0352729495850831,0.0715165453600995
polarized,36.03484755118287,10.0,16.0,4.0,2.1415011420578716,0.1338438213786169,0.8996449287733284,0.5542014394676568,0.0375623454121937,0.080439805598585
polarized,33.83855153428233,10.0,16.0,4.0,2.260855185931761,0.141303449120735,0.9126152806854176,0.5251136540359573,0.0400003348022142,0.0904349643765927
polarized,31.776118056608645,10.0,16.0,4.0,2.385716146969052,0.1491072591855657,0.924491281877547,0.4959744079827068,0.0425965622415532,0.1016233063450457
polarized,29.83938830019264,10.0,16.0,4.0,2.5162099470615873,0.1572631216913492,0.9352750108663191,0.4669873786295664,0.045361298193386,0.1141385497258248
polarized,28.020700720694048,10.0,16.0,4.0,2.652450855264568,0.1657781784540355,0.944982008143531,0.438350570760828,0.0483054797267663,0.1281279110152266
polarized,26.312860738959433,10.0,16.0,4.0,2.794539710788374,0.1746587319242733,0.9536406888117132,0.4102509752534197,0.0514407537827755,0.1437532291988535
polarized,24.709112279856043,10.0,16.0,4.0,2.9425620902935132,0.1839101306433445,0.961291371187527,0.3828599006463711,0.0547795232488683,0.1611921484364722
polarized,23.203111045791875,10.0,16.0,4.0,3.096586438284151,0.1935366523927594,0.9679849527146408,0.356329207948292,0.0583349960236799,0.1806393575642872
polarized,21.78889941919376,10.0,16.0,4.0,3.2566621827004947,0.2035413864187809,0.9737812842416068,0.3307885941573266,0.0621212372663914,0.2023078841480215
polarized,20.46088289466012,10.0,16.0,4.0,3.422817861083497,0.2139261163177185,0.9787473112456068,0.3063439792279557,0.0661532250373479,0.2264304402261104
polarized,19.213807947555622,10.0,16.0,4.0,3.5950592858193566,0.2246912053637098,0.9829550643502878,0.2830769657315414,0.0704469095500391,0.2532608163351444
polarized,18.042741251497876,10.0,16.0,4.0,3.7733677798437872,0.2358354862402367,0.9864795901381268,0.2610452691539993,0.0750192762688377,0.2830753199400318
polarized,16.943050162522237,10.0,16.0,4.0,3.957698516662661,0.2473561572914163,0.989396915826354,0.2402839652645446,0.0798884131021056,0.3161742540327372
polarized,15.910384392721523,10.0,16.0,4.0,4.147979000484233,0.2592486875302646,0.9917821374281992,0.2208073712909072,0.0850735819564786,0.3528834314514479
polarized,14.940658800863334,10.0,16.0,4.0,4.34410772351369,0.2715067327196056,0.9937077107548148,0.2026113686014543,0.0905952949353919,0.393555720442837
polarized,14.030037231905734,10.0,16.0,4.0,4.545953037892582,0.2841220648682864,0.9952420088704966,0.1856759827927586,0.0964753954832817,0.4385726171791131
polarized,13.17491734148208,10.0,16.0,4.0,4.753352279244214,0.2970845174527634,0.9964481898141392,0.1699680578437021,0.1027371447964628,0.4883458413813095
polarized,12.371916345321608,10.0,16.0,4.0,4.966111177202268,0.3103819485751417,0.9973833963868752,0.1554438893829545,0.1094053138425167,0.5433189519186445
polarized,11.617857637231843,10.0,16.0,4.0,5.184003585572924,0.3240002240983077,0.9980982876296364,0.1420517136442774,0.1165062813522116,0.6039689802716329
polarized,10.909758222704642,10.0,16.0,4.0,5.406771560867228,0.3379232225542017,0.9986368812800056,0.129733979774073,0.1240681381716004,0.6708080810759551
polarized,10.24481691843409,10.0,16.0,4.0,5.634125812841814,0.3521328633026134,0.9990366697187802,0.118429361301243,0.132120798387109,0.7443852006060799
polarized,9.62040327106476,10.0,16.0,4.0,5.86574654445421,0.3666091590283881,0.9993289599134962,0.1080744863105435,0.1406961176632116,0.8252877660011068
polarized,9.034047151333576,10.0,16.0,4.0,6.101284691381283,0.3813302932113301,0.9995393812415154,0.0986053845785,0.1498280192608322,0.9141434002560958
polarized,8.48342898244072,10.0,16.0,4.0,6.340363563127918,0.3962727226954948,0.9996885037849492,0.0899586636867225,0.1595526282349864,1.0116216704624026
polarized,7.96637056399373,10.0,16.0,4.0,6.582580878984409,0.4114113049365255,0.9997925131092964,0.0820724353970926,0.1699084143425416,1.1184358794297746
polarized,7.480826455225086,10.0,16.0,4.0,6.827511182938336,0.426719448933646,0.9998638946074044,0.0748870190627201,0.1809363442254252,1.235344913599071
polarized,7.024875883396023,10.0,16.0,4.0,7.074708612412,0.4421692882757499,0.9999120899078794,0.068345451343585,0.1926800434713058,1.363155162986366
polarized,6.596715145376838,10.0,16.0,4.0,7.323709986706432,0.457731874169152,0.9999440982707825,0.0623938317590919,0.2051859691928461,1.502722531709686
polarized,6.194650472344998,10.0,16.0,4.0,7.574038172624743,0.4733773857890464,0.9999650061219452,0.0569815323192914,0.2185035938082368,1.654954560359277
polarized,5.817091329374358,10.0,16.0,4.0,7.825205677250681,0.4890753548281675,0.9999784369777056,0.0520612971961251,0.2326856007500318,1.8208126840036345
polarized,5.462544123409224,10.0,16.0,4.0,8.076718411577541,0.5047949007235963,0.999986921385781,0.0475892555688076,0.2477880928764944,2.0013146519052687
polarized,5.129606294732514,10.0,16.0,4.0,8.328079563880024,0.5205049727425015,0.9999921918936346,0.0435248677333425,0.2638708144099109,2.1975371369915577
polarized,4.816960768554367,10.0,16.0,4.0,8.578793518602298,0.5361745949126436,0.999995411481144,0.0398308215371365,0.2809973872798413,2.4106185647404827
polarized,4.523370744772102,10.0,16.0,4.0,8.828369755233924,0.5517731097021202,0.9999973455990812,0.036472893337838,0.2992355628062649,2.6417621923692307
polarized,4.247674805290287,10.0,16.0,4.0,9.076326662218088,0.5672704163886305,0.99999848830078,0.0334197850810674,0.3186574897182534,2.89223947004527
polarized,3.988782319545844,10.0,16.0,4.0,9.32219520335897,0.5826372002099356,0.9999991523437012,0.0306429467891013,0.3393399995684364,3.163393716284713
polarized,3.745669130062843,10.0,16.0,4.0,9.565522378361798,0.5978451486476124,0.9999995319491976,0.0281163917641416,0.3613649106723328,3.4566441397909116
polarized,3.517373500969382,10.0,16.0,4.0,9.805874424871824,0.612867151554489,0.9999997454574632,0.0258165101265515,0.3848193517749073,3.773490239765317
polarized,3.302992313449222,10.0,16.0,4.0,10.042839716435177,0.6276774822771984,0.999999863633139,0.0237218849083361,0.4097961067247522,4.115516616255849
polarized,3.101677493077699,10.0,16.0,4.0,10.27603131889577,0.6422519574309856,0.999999928015953,0.0218131137761227,0.4363939815193953,4.4843982214709275
polarized,2.912632654908738,10.0,16.0,4.0,10.50508917654556,0.6565680735340974,0.9999999625501004,0.0200726385340784,0.4647181951737353,4.881906082263394
polarized,2.735109953041209,10.0,16.0,4.0,10.729681908524515,0.6706051192827822,0.9999999807925584,0.0184845838237437,0.4948807959578509,5.309913523265165
polarized,2.5684071222017817,10.0,16.0,4.0,10.94950820518908,0.6843442628243175,0.9999999902855324,0.0170346058645358,0.5270011046507815,5.7704029195174416
polarized,2.411864699640997,10.0,16.0,4.0,11.164297823119872,0.697768613944992,0.9999999951534464,0.0157097516383183,0.5612061865637605,6.2654730069751965
polarized,2.2648634163526316,10.0,16.0,4.0,11.373812185841793,0.710863261615112,0.9999999976140987,0.0144983285897468,0.597631354200182,6.7973467790431625
polarized,2.1268217472962094,10.0,16.0,4.0,11.577844604946565,0.7236152878091602,0.999999998840624,0.0133897846701657,0.6364207025407851,7.36837999738813
polarized,1.99719361093156,10.0,16.0,4.0,11.77622014295556,0.7360137589347225,0.9999999994437108,0.0123745983789071,0.6777276790715997,7.981070345721494
polarized,1.8754662089649552,10.0,16.0,4.0,11.96879514481046,0.7480496965506537,0.9999999997363436,0.0114441783370615,0.721715690809637,8.63806725609591
polarized,1.7611579977610468,10.0,16.0,4.0,12.155456469257851,0.7597160293286158,0.99999999987652,0.0105907718528991,0.7685587507276694,9.342182438537384
polarized,1.6538167833956727,10.0,16.0,4.0,12.336120454580852,0.7710075284113033,0.9999999999428338,0.0098073818951115,0.8184421661353031,10.096401146553172
polarized,1.553017932813719,10.0,16.0,4.0,12.510731655152622,0.7819207284470389,0.9999999999738284,0.0090876918718339,0.8715632717395217,10.90389421322002
polarized,1.4583626940155214,10.0,16.0,4.0,12.679261386210966,0.7924538366381854,0.9999999999881468,0.0084259976135364,0.9281322102846302,11.768030895160548
polarized,1.3694766186266034,10.0,16.0,4.0,12.841706114178573,0.8026066321361608,0.9999999999946872,0.0078171459712385,0.9883727638597448,12.69239256474526
polarized,1.2860080806105665,10.0,16.0,4.0,12.99808572890299,0.8123803580564368,0.9999999999976424,0.0072564794640864,1.052523239162415,13.680787294295737
