architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,probability_of_at_least_one_attachment,relative_mobility,attachment_lifetime,attachment_friction
polarized,737.3047958716827,10.0,10.0,10.0,0.0749566489609237,0.0074956648960923,0.0724782045827721,0.9986258273871328,0.0018358125407186,0.0001376063561727
polarized,692.3666402678728,10.0,10.0,10.0,0.079782906001635,0.0079782906001635,0.0769786139636732,0.9984427001073573,0.0019549662156882,0.0001559728858226
polarized,650.1674304031648,10.0,10.0,10.0,0.0849172540234575,0.0084917254023457,0.0817447300946394,0.99823526689819,0.0020818535769377,0.0001767852890324
polarized,610.5402296585327,10.0,10.0,10.0,0.0903790075246201,0.009037900752462,0.0867904470372699,0.998000325280612,0.002216976580479,0.000200368143049
polarized,573.3282760724394,10.0,10.0,10.0,0.0961886450480092,0.0096188645048009,0.0921301484272274,0.99773425661563,0.0023608697618504,0.0002270888635272
polarized,538.3843622033489,10.0,10.0,10.0,0.1023678731101137,0.0102367873110113,0.0977786912516291,0.997432973480212,0.0025141023506957,0.0002573633104218
polarized,505.570252789143,10.0,10.0,10.0,0.108939692798562,0.0108939692798562,0.1037513835284037,0.9970918607638156,0.0026772805225899,0.0002916621176665
polarized,474.7561378997421,10.0,10.0,10.0,0.1159284690284902,0.011592846902849,0.1100639550722709,0.9967057098357058,0.0028510497970204,0.0003305178380925
polarized,445.8201194196514,10.0,10.0,10.0,0.1233600024258922,0.0123360002425892,0.1167325204677122,0.996268645093781,0.0030360975910088,0.000374533006192
polarized,418.6477288289951,10.0,10.0,10.0,0.1312616037803098,0.0131261603780309,0.1237735333066393,0.9957740421724802,0.0032331559384767,0.0004243892337562
polarized,393.1314743754256,10.0,10.0,10.0,0.1396621709792743,0.0139662170979274,0.1312037306890143,0.9952144370641716,0.003443004386112,0.0004808574672555
polarized,369.1704158455517,10.0,10.0,10.0,0.1485922683023607,0.014859226830236,0.139040066930837,0.9945814253998668,0.0036664730771914,0.0005448095512094
polarized,346.66976525371945,10.0,10.0,10.0,0.1580842079130518,0.0158084207913051,0.147299635378325,0.993865551147172,0.0039044460355596,0.0006172312588707
polarized,325.5405118685032,10.0,10.0,10.0,0.1681721333413025,0.0168172133341302,0.1559995771930327,0.9930561840236692,0.0041578646627551,0.0006992369704799
polarized,305.6990700935378,10.0,10.0,10.0,0.1788921046981948,0.0178892104698194,0.1651569759539575,0.9921413850019674,0.0044277314621176,0.0007920862002966
polarized,287.0669488097448,10.0,10.0,10.0,0.1902821853057795,0.0190282185305779,0.1747887369238075,0.991107759410283,0.0047151140046092,0.0008972021967629
polarized,269.57044087089156,10.0,10.0,10.0,0.2023825293595305,0.020238252935953,0.1849114498527491,0.9899402973240928,0.0050211491520375,0.0010161928656808
polarized,253.1403315241567,10.0,10.0,10.0,0.2152354701671655,0.0215235470167165,0.1955412342499027,0.9886222012177016,0.0053470475543882,0.0011508742943749
polarized,237.7116246022335,10.0,10.0,10.0,0.2288856084253078,0.0228885608425307,0.2066935661472904,0.98713470122035,0.0056940984390569,0.0013032971856571
polarized,223.22328540381503,10.0,10.0,10.0,0.2433798999039694,0.0243379899903969,0.2183830855198897,0.9854568588243026,0.0060636747109275,0.0014757765441957
polarized,209.61799924531277,10.0,10.0,10.0,0.2587677418075819,0.0258767741807581,0.2306233837169029,0.9835653605503296,0.0064572383834712,0.001670924994804
polarized,196.84194472866113,10.0,10.0,10.0,0.2751010569697433,0.0275101056969743,0.2434267705114224,0.9814343039207196,0.0068763463623522,0.0018916901523731
polarized,184.8445808282741,10.0,10.0,10.0,0.2924343749165775,0.0292434374916577,0.2568040206969324,0.9790349791555996,0.0073226566044192,0.002141396506842
polarized,173.5784469548853,10.0,10.0,10.0,0.3108249087002802,0.031082490870028,0.2707641005579966,0.9763356513303394,0.0077979346764467,0.0024237923338573
polarized,162.99897520534324,10.0,10.0,10.0,0.3303326262598631,0.0330332626259863,0.2853138750270587,0.9733013493443192,0.0083040607395726,0.0027431021927244
polarized,153.06431405563595,10.0,10.0,10.0,0.3510203149103441,0.0351020314910344,0.3004577969167312,0.9698936699835248,0.008843036987062,0.0031040856279623
polarized,143.73516279968806,10.0,10.0,10.0,0.3729536373948937,0.0372953637394893,0.3161975802927446,0.9660706076299168,0.0094169955648195,0.003512102749231
polarized,134.97461607898632,10.0,10.0,10.0,0.3962011777572974,0.0396201177757297,0.3325318608302684,0.9617864227797094,0.0100282070059838,0.0039731874265647
polarized,126.74801788800204,10.0,10.0,10.0,0.4208344751054644,0.0420834475105464,0.3494558468755129,0.9569915654525084,0.0106790892129714,0.0044941289035452
polarized,119.02282447787157,10.0,10.0,10.0,0.4469280431419309,0.044692804314193,0.3669609659111952,0.9516326727341152,0.0113722170224999,0.0050825627000512
polarized,111.76847561598989,10.0,10.0,10.0,0.4745593731362941,0.0474559373136294,0.3850345121889055,0.945652662970778,0.0121103323914317,0.00574707174815
polarized,104.95627369223337,10.0,10.0,10.0,0.5038089178097096,0.0503808917809709,0.4036593024270778,0.9389909523196968,0.0128963552437307,0.0064972987790335
polarized,98.55927019356292,10.0,10.0,10.0,0.5347600533962344,0.0534760053396234,0.4228133476558415,0.9315838221636226,0.0137333950214424,0.0073440710549781
polarized,92.55215909791352,10.0,10.0,10.0,0.5674990169438239,0.0567499016943823,0.4424695504854988,0.9233649679101708,0.0146247629853919,0.0082995386172463
polarized,86.9111767656428,10.0,10.0,10.0,0.6021148157241402,0.060211481572414,0.4625954382396928,0.9142662603916664,0.0155739853142611,0.0093773272975868
polarized,81.6140079325183,10.0,10.0,10.0,0.6386991054408219,0.0638699105440821,0.483152943471882,0.9042187498129992,0.0165848170538621,0.0105927078162014
polarized,76.63969743235928,10.0,10.0,10.0,0.6773460337674608,0.067734603376746,0.5040982443075106,0.8931539382202983,0.0176612569717918,0.0119627823611911
polarized,71.96856730011521,10.0,10.0,10.0,0.7181520456173031,0.0718152045617303,0.5253816777458924,0.881005338994363,0.0188075633762283,0.0135066901117154
polarized,67.58213892744703,10.0,10.0,10.0,0.7612156464559178,0.0761215646455917,0.5469477394267843,0.8677103301666174,0.02002827096145,0.0152458332273145
polarized,63.46305996286578,10.0,10.0,10.0,0.8066371199261789,0.0806637119926178,0.5687351833208989,0.8532122918477242,0.0213282087467147,0.0172041248766342
polarized,59.59503566725067,10.0,10.0,10.0,0.8545181960735605,0.085451819607356,0.5906772342409752,0.8374629965431997,0.022712519179464,0.0194082609175217
