architecture,K_D,speed
polarized,18.969845349942013,0.0997184644396317
polarized,19.301088969955376,0.1000018158567397
polarized,19.63811662952075,0.1002697560655875
polarized,19.98102932715257,0.100521988849829
polarized,20.329929824959702,0.1007582283499222
polarized,20.684922679440614,0.100978199693649
polarized,21.046114272816222,0.1011816396445812
polarized,21.413612844909963,0.1013682972234634
polarized,21.787528525584413,0.1015379343110195
polarized,22.167973367744448,0.1016903262282131
polarized,22.555061380916573,0.1018252622913455
polarized,22.94890856541464,0.1019425463394368
polarized,23.349632947102172,0.1020419972314293
polarized,23.75735461276167,0.10212344931086
polarized,24.172195746081535,0.102186752835774
polarized,24.59428066427135,0.1022317743717971
polarized,25.023735855316584,0.1022583971464411
polarized,25.46069001588377,0.1022665213629004
polarized,25.90527408988758,0.1022560644717802
polarized,26.357621307731343,0.1022269613994058
polarized,26.81786722623278,0.1021791647315757
polarized,27.286149769246897,0.1021126448518464
polarized,27.762609268998155,0.1020273900336699
polarized,28.247388508134527,0.1019234064859401
polarized,28.740632762515705,0.1018007183517524
polarized,29.242489844748555,0.1016593676604187
polarized,29.753110148482772,0.1014994142330281
polarized,30.272646693479956,0.1013209355420819
polarized,30.801255171469727,0.1011240265259696
polarized,31.33909399280646,0.1009087993592832
polarized,31.886324333940895,0.1006753831801877
polarized,32.4431101857205,0.1004239237762762
polarized,33.009618402533306,0.1001545832303236
polarized,33.586018752309926,0.0998675395305429
polarized,34.172483967398556,0.0995629861339343
polarized,34.769189796328504,0.0992411315189082
polarized,35.37631505647738,0.0989021986778651
polarized,35.9940416876582,0.0985464246006462
polarized,36.62255480664197,0.0981740597234845
polarized,37.26204276263245,0.0977853673550359
polarized,37.91269719370955,0.0973806230808881
polarized,38.57471308425834,0.0969601141492423
polarized,39.24828882340089,0.0965241388404847
polarized,39.93362626444824,0.0960730058211435
polarized,40.630930785390845,0.0956070335005938
polarized,41.34041135044492,0.0951265493462647
polarized,42.0622805726737,0.094631889238221
polarized,42.79675477770209,0.0941233967874824
polarized,43.544054068543915,0.0936014226675301
polarized,44.30440239156101,0.0930663239457833
polarized,45.07802760357436,0.092518463419244
polarized,45.8651615401468,0.0919582089591272
polarized,46.666040085058206,0.0913859328586945
polarized,47.48090324099377,0.0908020111996501
polarized,48.30999520146666,0.0902068232252075
polarized,49.153564423996535,0.089600750730002
polarized,50.01186370456576,0.0889841774662226
polarized,50.885150253376025,0.0883574885648538
polarized,51.773685771927504,0.0877210699803981
polarized,52.67773653144411,0.0870753079489263
polarized,53.597573452668094,0.0864205884707235
polarized,54.533472187048034,0.0857572968158661
polarized,55.48571319934451,0.085085817050741
polarized,56.45458185167806,0.0844065315842846
polarized,57.440368489045014,0.0837198207424866
polarized,58.44336852632634,0.0830260623638439
polarized,59.46388253681586,0.0823256314197539
polarized,60.50221634229438,0.0816188996594677
polarized,61.558681104676566,0.0809062352736964
polarized,62.6335934192582,0.0801880025914335
polarized,63.72727540959154,0.0794645617936938
polarized,64.84005482401761,0.0787362686443997
polarized,65.97226513388385,0.078003474267459
polarized,67.1242456334769,0.0772665249140707
polarized,68.29634154170037,0.0765257617758038
polarized,69.48890410552808,0.07578152080916
polarized,70.70229070526372,0.075034132582167
polarized,71.93686496163848,0.0742839221406595
polarized,73.19299684477892,0.0735312088934753
polarized,74.47106278507745,0.0727763065157489
polarized,75.7714457859988,0.0720195228694492
polarized,77.09453553885633,0.0712611599402838
polarized,78.44072853959251,0.0705015137903297
polarized,79.81042820759852,0.0697408745235979
polarized,81.20404500660855,0.0689795262692033
polarized,82.62199656770545,0.0682177471718367
polarized,84.06470781447385,0.0674558093979307
polarized,85.53261109033883,0.0666939791509491
polarized,87.02614628812817,0.0659325166967028
polarized,88.54576098189689,0.0651716763976197
polarized,90.0919105610537,0.0644117067539437
polarized,91.66505836682929,0.063652850454111
polarized,93.26567583112808,0.0628953444280421
polarized,94.89424261780408,0.0621394199077492
polarized,96.55124676640374,0.0613853024911552
polarized,98.23718483841893,0.0606332122092986
polarized,99.95256206609352,0.0598833635959053
polarized,101.69789250382873,0.0591359657584798
polarized,103.47369918223166,0.0583912224500984
polarized,105.2805142648544,0.0576493321411145
polarized,107.11887920766968,0.0569104880900191
polarized,108.98934492133094,0.0561748784127359
polarized,110.89247193626662,0.05544268614967
polarized,112.8288305706564,0.0547140893298674
polarized,114.79900110134092,0.0539892610316982
polarized,116.80357393771584,0.053268369439515
polarized,118.8431497986622,0.0525515778958021
polarized,120.91833989256664,0.0518390449483816
polarized,123.02976610048472,0.0511309243923138
polarized,125.17806116250252,0.0504273653061826
polarized,127.3638688673528,0.0497285120825421
polarized,129.58784424534176,0.0490345044523595
polarized,131.85065376464476,0.0483454775033802
polarized,134.1529755310298,0.0476615616927204
polarized,136.49549949106836,0.0469828828515988
