architecture,K_D,directional_persistence_time
mixed,2.295435374684118,206.39881204860944
mixed,2.3355173210042244,202.13180205239905
mixed,2.376299161748947,197.94802652079775
mixed,2.4177931181862276,193.84608127999635
mixed,2.4600116249867514,189.824584617518
mixed,2.5029673339502967,185.88217688042977
mixed,2.546673117797155,182.01752008174387
mixed,2.591142074025753,178.2292975149148
mixed,2.636387528837637,174.51621337633586
mixed,2.68242304113099,170.8769923957443
mixed,2.729262406563888,167.3103794744391
mixed,2.7769196616884995,163.81513933122162
mixed,2.8254090881574823,160.3900561559644
mixed,2.874745217003825,157.0339332707181
mixed,2.9249428329954266,153.74559279826505
mixed,2.976016979065706,150.5238753380269
mixed,3.0279829608215865,147.3676396492368
mixed,3.08085635113019,144.27576234128333
mixed,3.134652994785624,141.24713757113668
mixed,3.189389013257261,138.28067674776415
mixed,3.2450808095209256,135.3753082434444
mixed,3.301745072974444,132.5299771118893
mixed,3.3593987844390276,129.7436448130796
mixed,3.418059221247992,127.0152889447246
mixed,3.4777439624243187,124.34390298025149
mixed,3.538470893948648,121.7284960132315
mixed,3.60025821411924,119.16809250815122
mixed,3.663124439005536,116.66173205743289
mixed,3.72708840799695,114.20846914461174
mixed,3.79216928944855,111.80737291357428
mixed,3.858386586425317,109.45752694376336
mixed,3.9257601425467135,107.15802903125486
mixed,3.9943101479333056,104.90799097560875
mixed,4.064057145257223,102.70653837240064
mixed,4.135022035898269,100.5528104113349
mixed,4.207226086207523,98.44595967984527
mixed,4.280690933880321,96.3851519720833
mixed,4.35543859444052,94.36956610319884
mixed,4.431491467837972,92.39839372881538
mixed,4.508872345161228,90.4708391696019
mixed,4.587604415467426,88.5861192408447
mixed,4.667711272731467,86.7434630869201
mixed,4.749216922916511,84.94211202057383
mixed,4.832145791167954,83.1813193669059
mixed,4.916522729133014,81.46035031196809
mixed,5.002373022408124,79.77848175587518
mixed,5.089722398116383,78.13500217033489
mixed,5.178597032617307,76.52921146050161
mixed,5.269023559351216,74.96042083105881
mixed,5.361029076820579,73.4279526564368
mixed,5.454641156710748,71.93114035507277
mixed,5.5498878521524855,70.46932826762176
mixed,5.646797706128749,69.04187153902795
mixed,5.745399760028305,67.64813600436655
mixed,5.845723562348681,66.28749807836931
mixed,5.947799177551087,64.95934464854675
mixed,6.051657195069956,63.663072971822594
mixed,6.1573287384798245,62.398090574597894
mixed,6.2648454748222555,61.163815156163686
mixed,6.374239624095634,59.95967449538335
mixed,6.48554396891068,58.78510636056796
mixed,6.598791864314551,57.63955842247049
mixed,6.714017247786481,56.52248817032648
mixed,6.831254649407985,55.433362830871694
mixed,6.950539202210622,54.37165929027065
mixed,7.071906652704471,53.33686401889051
mixed,7.195393371590431,52.3284729988607
mixed,7.321036364659589,51.34599165435862
mixed,7.448873283882906,50.388934784567105
mixed,7.578942438694532,49.456826499251235
mixed,7.711282807472169,48.549200156905584
mixed,7.845934049217885,47.66559830542673
mixed,7.982936515442894,46.80557262526856
mixed,8.122331262259861,45.96868387504258
mixed,8.264160062686368,45.154501839527
mixed,8.408465419163221,44.36260528005474
mixed,8.555290576291311,43.59258188725152
mixed,8.704679533790936,42.844028236100634
mixed,8.85667705968737,42.11654974331442
mixed,9.01132870372669,41.40976062699573
mixed,9.168680811025862,40.72328386857752
mixed,9.32878053596118,40.056751177031465
mixed,9.491675856299228,39.40980295534162
mixed,9.65741558757456,38.78208826924203
mixed,9.826049397718482,38.17326481822169
mixed,9.99762782194324,37.58299890880423
mixed,10.172202277886123,37.01096543011312
mixed,10.349825081018022,36.456847831737896
mixed,10.530549460320984,35.920338103920045
mixed,10.714429574239634,35.40113676008121
mixed,10.901520526911014,34.898952821721004
mixed,11.091878384677894,34.41350380571401
mixed,11.285560192890417,33.944515714040776
mixed,11.482623993001113,33.49172302599018
mixed,11.683128839958428,33.05486869287483
mixed,11.887134819903972,32.63370413530439
mixed,12.094703068178802,32.227989243065046
mixed,12.305895787644094,31.83749237765707
mixed,12.520776267321748,31.4619903775454
mixed,12.73940890136047,31.101268566181226
mixed,12.961859208333056,30.755120762856084
mixed,13.188193850870617,30.42334929645202
mixed,13.418480655639623,30.105765022155385
mixed,13.652788633667866,29.80218734120287
mixed,13.891188001025242,29.512444223732583
mixed,14.13375019986572,29.23637223481384
mixed,14.38054791983672,28.9738165637324
mixed,14.631655119862309,28.72463105660931
mixed,14.887147050306812,28.48867825243366
mixed,15.14710027552538,28.26582942259085
mixed,15.411592696808391,28.05596461396925
mixed,15.680703575726438,27.858972695729545
mixed,15.954513557882986,27.67475140982168
mixed,16.23310469708179,27.50320742533469
mixed,16.516560479916294,27.344256396765545
mixed,16.804965850788438,27.19782302629251
mixed,17.098407237364274,27.063841130138787
mixed,17.39697257647414,26.942253709110933
mixed,17.700751340465075,26.833013023396177
mixed,18.009834564013335,26.736080671700822
mixed,18.324314871405186,26.65142767481028
mixed,18.64428650429398,26.579034563649348
mixed,18.969845349942013,26.518891471918053
mixed,19.301088969955376,26.470998233375894
mixed,19.63811662952075,26.43536448384285
mixed,19.98102932715257,26.412009767982124
mixed,20.329929824959702,26.400963650924023
mixed,20.684922679440614,26.402265834785393
mixed,21.046114272816222,26.415966280132633
mixed,21.413612844909963,26.44212533242992
mixed,21.787528525584413,26.48081385350604
mixed,22.167973367744448,26.5321133580657
mixed,22.555061380916573,26.5961161552614
mixed,22.94890856541464,26.672925495332137
mixed,23.349632947102172,26.762655721304288
mixed,23.75735461276167,26.86543242573788
mixed,24.172195746081535,26.98139261248834
mixed,24.59428066427135,27.110684863440053
mixed,25.023735855316584,27.2534695101521
mixed,25.46069001588377,27.409918810340475
mixed,25.90527408988758,27.58021712910302
mixed,26.357621307731343,27.764561124773575
mixed,26.81786722623278,27.963159939272032
mixed,27.286149769246897,28.176235392793544
mixed,27.762609268998155,28.404022182656934
mixed,28.247388508134527,28.646768086106523
mixed,28.740632762515705,28.904734166833915
mixed,29.242489844748555,29.178194984957347
mixed,29.753110148482772,29.46743881016431
mixed,30.272646693479956,29.77276783769061
mixed,30.801255171469727,30.094498406772473
mixed,31.33909399280646,30.43296122117164
mixed,31.886324333940895,30.788501571332297
mixed,32.4431101857205,31.16147955768689
mixed,33.009618402533306,31.552270314582355
mixed,33.586018752309926,31.961264234250763
mixed,34.172483967398556,32.388867190198404
mixed,34.769189796328504,32.83550075933343
mixed,35.37631505647738,33.30160244209692
mixed,35.9940416876582,33.78762587980331
mixed,36.62255480664197,34.29404106833344
mixed,37.26204276263245,34.821334567259996
mixed,37.91269719370955,35.37000970341568
mixed,38.57471308425834,35.94058676784449
mixed,39.24828882340089,36.533603205001896
mixed,39.93362626444824,37.14961379299189
mixed,40.630930785390845,37.789190813549936
mixed,41.34041135044492,38.452924210395466
mixed,42.0622805726737,39.14142173449269
mixed,42.79675477770209,39.85530907466855
mixed,43.544054068543915,40.59522997194443
mixed,44.30440239156101,41.361846315843465
mixed,45.07802760357436,42.15583822083899
mixed,45.8651615401468,42.97790408100866
mixed,46.666040085058206,43.82876060085919
mixed,47.48090324099377,44.70914280018275
mixed,48.30999520146666,45.61980399070232
mixed,49.153564423996535,46.56151572215833
