architecture,K_D,directional_persistence_time
mixed,297.46052180981326,426.9921543520851
mixed,302.6546548265934,432.1733326113644
mixed,307.9394856530588,437.30543330279806
mixed,313.3165980169761,442.3861592586661
mixed,318.78760330051324,447.41331858541
mixed,324.35414102312933,452.384827436456
mixed,330.01787933289654,457.29871234943136
mixed,335.78051550640106,462.1531121496211
mixed,341.6437764573731,466.9462794241733
mixed,347.60941925419866,471.6765815740899
mixed,353.6792316464676,476.3425014533914
mixed,359.8550326007166,480.9426376070403
mixed,366.13867284552504,485.4757041211922
mixed,372.53203542613306,489.94053010114885
mixed,379.03703626874017,494.33605879396464
mixed,385.65562475465936,498.66134637404866
mixed,392.38978430449663,502.9155604112554
mixed,399.24153297253105,507.09797804192425
mixed,406.2129240514736,511.2079838640632
mixed,413.30604668778625,515.2450675784229
mixed,420.5230265077452,519.2088213975563
mixed,427.8660262544367,523.0989372451179
mixed,435.3372464358751,526.9152037676582
mixed,442.9389259844387,530.6575031809817
mixed,450.6733429278206,534.3258079728306
mixed,458.5428150716929,537.9201774831822
mixed,466.54970069429663,541.4407543828889
mixed,474.6963992531545,544.8877610706709
mixed,482.98535210412774,548.2614960077199
mixed,491.4190432330272,551.5623300082905
mixed,500.0,554.7907025037299
